Area,Item,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Bangladesh,Fibre crops nes,Area harvested,ha,2400,2000,1650,1300,1100,900,350,297,259,263,265,443,471,490,434,398,393,394,415,409,856,961,968,1483,1500,1511,1511,1404,1824,1847,1928,1944,1999,1969,2034,2074,2088,2050,2100,1994,2000,2003,2003,2003,1948,1938,1925,1911,1899,1888,1880,1800,1800,1857,2032,1998,2018,2040,2062
Bangladesh,Fibre crops nes,Yield,hg/ha,9167,9000,9091,9231,9091,9444,10000,9024,7606,7529,7623,5463,5796,6000,6129,6432,6158,6041,6265,6284,6086,6493,6219,6406,6333,6320,6367,6766,7198,7168,6457,6564,6418,2463,2561,2589,2466,2473,2381,2558,2515,2476,2441,2406,2449,2430,2416,2402,2385,2373,2356,2361,2361,2202,1959,2002,1952,1907,1862
Bangladesh,Fibre crops nes,Production,tonnes,2200,1800,1500,1200,1000,850,350,268,197,198,202,242,273,294,266,256,242,238,260,257,521,624,602,950,950,955,962,950,1313,1324,1245,1276,1283,485,521,537,515,507,500,510,503,496,489,482,477,471,465,459,453,448,443,425,425,409,398,400,394,389,384
Bangladesh,"Fruit, fresh nes",Area harvested,ha,9000,9000,9000,9000,9000,9000,9000,9300,9340,10216,10077,9392,9832,10265,9753,10152,10573,10423,10720,11048,11389,13339,12408,12935,13743,14136,14478,15884,16290,16550,17120,17713,18685,19560,20290,22663,23877,24686,25500,25900,25900,26305,32375,94000,97000,49730,83430,96250,85560,85258,76352,81204,81057,78819,77725,80869,84353,83989,83470
Bangladesh,"Fruit, fresh nes",Yield,hg/ha,66667,66667,66667,66667,66667,66667,66667,64516,66201,62155,61980,60845,55525,53705,50251,51114,47478,44505,42394,42069,45682,40511,44280,40361,40862,39236,38203,34909,39608,37873,37354,36897,37056,37157,37371,37947,38112,38078,36863,37838,38571,38396,39537,37553,50722,68236,49049,45996,57519,67394,70486,63544,66620,68892,70762,73452,75397,77343,79289
Bangladesh,"Fruit, fresh nes",Production,tonnes,60000,60000,60000,60000,60000,60000,60000,60000,61832,63498,62457,57146,54592,55128,49010,51891,50198,46388,45446,46478,52027,54038,54943,52207,56156,55464,55310,55450,64522,62680,63950,65355,69240,72680,75825,86000,91000,94000,94000,98000,99900,101000,128000,353000,492000,339340,409213,442714,492131,574589,538172,516000,540000,543000,550000,594000,636000,649596,661823
Bangladesh,"Fruit, tropical fresh nes",Area harvested,ha,13000,13000,13000,14000,17000,15800,16700,17000,18000,17500,17400,17721,18177,18104,18500,18883,19114,19065,19708,20202,20836,21253,21510,22310,23210,23635,24805,24548,24591,24670,24914,25230,25475,25650,26300,26300,26300,26700,26709,26709,26710,27114,27100,27500,40000,99700,99640,92320,101840,106471,97000,99000,100000,102000,101654,106902,109112,105277,102405
Bangladesh,"Fruit, tropical fresh nes",Yield,hg/ha,92308,97692,97692,92143,91765,90696,124132,129118,120222,119600,109195,108346,108480,106855,106083,109033,107947,101478,100661,100997,99587,98170,98080,99220,98690,99251,102493,102381,103204,102655,102217,102006,100336,99764,100760,100760,100760,100000,99966,99966,100337,101424,101845,101455,100000,82669,92931,105585,98700,90336,95773,96633,100400,104020,101422,98221,98614,98597,98579
Bangladesh,"Fruit, tropical fresh nes",Production,tonnes,120000,127000,127000,129000,156000,143300,207300,219500,216400,209300,190000,192000,197185,193451,196254,205887,206330,193467,198383,204035,207500,208640,210970,221360,229060,234580,254235,251326,253790,253250,254664,257360,255605,255895,265000,265000,265000,267000,267000,267000,268000,275000,276000,279000,400000,824210,925965,974760,1005164,961821,929000,956665,1004000,1061000,1031000,1050000,1076000,1038000,1009494
Bangladesh,Garlic,Area harvested,ha,9700,9700,10900,10500,10500,13800,14600,14600,14600,14200,13400,13000,12404,12553,12719,11932,12939,12357,12505,12437,12950,12942,12968,13071,12705,12390,12380,12513,12692,13000,12592,12737,12670,12774,13000,12860,13089,13122,12950,13355,13365,14026,14409,21087,25593,26709,38807,33607,34319,37055,41997,44284,42493,53000,57049,60776,66259,71411,71734
Bangladesh,Garlic,Yield,hg/ha,34639,35567,32294,32381,34762,36812,37603,37603,37603,38662,37164,33615,33153,32838,33104,32267,32094,31900,32261,30139,32212,32250,32717,32747,31396,29080,28978,31020,30091,30042,30150,31346,30781,31470,30769,29977,29972,30220,29344,29951,29181,28019,23624,34803,35232,38371,45536,43091,45115,44364,49802,52752,52640,58868,60601,62829,64203,64692,65016
Bangladesh,Garlic,Production,tonnes,33600,34500,35200,34000,36500,50800,54900,54900,54900,54900,49800,43700,41123,41222,42105,38501,41526,39419,40343,37484,41715,41738,42427,42803,39888,36030,35875,38815,38192,39055,37965,39925,39000,40200,40000,38550,39230,39655,38000,40000,39000,39300,34040,73390,90170,102485,176710,144817,154831,164392,209153,233609,223685,312000,345725,381851,425401,461970,466389
Bangladesh,"Ghee, buffalo milk",Production,tonnes,390,392,395,397,400,402,405,407,410,412,415,417,420,422,425,427,430,437,450,440,440,440,440,400,304,338,352,366,370,373,373,379,411,415,420,400,410,400,400,420,440,450,470,490,520,540,560,580,600,620,640,660,680,,,,,,
Bangladesh,"Ghee, butteroil of cow milk",Production,tonnes,8800,9000,9000,9200,9200,9400,9700,10000,10080,10400,10600,10600,11000,11300,11500,10600,10800,14200,14500,13068,13372,13411,13586,13500,12012,12135,12257,12383,12500,12659,12659,12786,13032,14000,15400,15700,15800,16000,16000,16200,16600,17100,17600,18300,19100,19500,20300,21200,22300,23300,24100,24600,24900,25300,26300,27000,27300,28300,
Bangladesh,Ginger,Area harvested,ha,3000,3300,3600,3900,4200,4400,4700,5000,5030,5042,5018,4916,5148,5271,5405,5350,5306,5306,5625,5706,5486,6532,6418,6311,6236,6330,6172,6271,6475,6967,7017,7056,7064,6900,6900,7700,7700,7700,6879,6879,7290,7689,7573,7917,7715,8093,8338,9416,9017,9066,9116,8704,8941,9498,10216,9473,9307,9609,9610
Bangladesh,Ginger,Yield,hg/ha,66667,66667,66667,66667,66667,68182,68085,68000,73294,74102,72937,70376,68399,68721,68316,66699,66327,65665,65940,65358,62740,62998,60101,61501,63534,64708,65595,60596,60195,61476,60824,58865,59371,57971,56522,50649,50649,50649,55241,55241,57613,55924,56550,60863,64038,70431,75947,81825,80523,82551,81593,82817,77173,81070,81249,81590,83247,82670,83490
Bangladesh,Ginger,Production,tonnes,20000,22000,24000,26000,28000,30000,32000,34000,36867,37362,36600,34597,35212,36223,36925,35684,35193,34842,37091,37293,34419,41150,38573,38813,39620,40960,40485,38000,38976,42830,42680,41535,41940,40000,39000,39000,39000,39000,38000,38000,42000,43000,42825,48185,49405,57000,63325,77046,72608,74841,74380,72084,69000,77000,83004,77290,77478,79438,80234
Bangladesh,Goats,Stocks,Head,7600000,7950000,8310000,8978000,9150000,8200000,8400000,8600000,8800000,9057000,9400000,9800000,10200000,10600000,11000000,11600000,12000000,12339000,13079000,9208000,9420000,9636000,9858000,13558000,14800000,15878000,17034000,18274000,19604000,21031008,22352000,23979008,25967008,28050000,30330000,33312000,34478000,33500000,33800000,34100000,34400000,36900000,38500000,40100000,41800000,43600000,45400000,47300000,49300000,51400000,53400000,55000000,55600000,55900000,56000000,56080458,59520832,60075049,61107425
Bangladesh,Grapefruit (inc. pomelos),Area harvested,ha,500,500,600,600,600,700,700,700,700,700,700,700,771,816,866,884,933,991,1038,1062,1107,1207,1422,1476,1766,1875,1995,2230,2320,2367,2513,2687,2843,3274,3565,4071,4316,4494,4451,4856,5263,5263,5666,5670,12000,8100,6111,4810,6780,7130,7460,6800,6210,7810,9000,8100,7770,9192,12658
Bangladesh,Grapefruit (inc. pomelos),Yield,hg/ha,40000,40000,41667,41667,41667,42857,42857,42857,42857,42857,42857,42857,43709,40699,39584,40170,38017,38032,39297,38644,38455,37125,39944,46572,41138,40640,39248,30135,27866,28264,28671,29103,30461,30651,30799,31380,32669,33144,33700,32949,32301,32301,31768,31746,55000,66907,88676,105339,82524,82003,79354,89706,96618,80521,70248,82062,84376,74126,56968
Bangladesh,Grapefruit (inc. pomelos),Production,tonnes,2000,2000,2500,2500,2500,3000,3000,3000,3000,3000,3000,3000,3370,3321,3428,3551,3547,3769,4079,4104,4257,4481,5680,6874,7265,7620,7830,6720,6465,6690,7205,7820,8660,10035,10980,12775,14100,14895,15000,16000,17000,17000,18000,18000,66000,54195,54190,50668,55951,58468,59198,61000,60000,62887,63223,66470,65560,68137,72110
Bangladesh,"Groundnuts, with shell",Area harvested,ha,11736,9308,8094,9308,10117,16600,28300,33600,32400,28300,26657,22893,20823,19462,22250,20975,23472,24971,24000,26000,26000,24000,24000,32191,28104,29546,29832,38473,38198,38579,38484,39008,35750,35488,35628,35539,34622,34818,34008,29150,25900,26710,25900,26034,28852,29394,33666,31084,32540,33591,31755,31182,28750,29560,31753,35712,36903,38043,35260
Bangladesh,"Groundnuts, with shell",Yield,hg/ha,11254,14190,15063,13098,14060,14699,14735,15714,16296,16502,13651,13759,13494,13542,14202,11126,11798,11222,11250,11538,10000,10833,10833,10355,11467,11684,11453,12611,11911,10815,9297,10916,11179,11298,11287,11351,11416,11201,12350,10978,10425,12729,13220,13089,13476,12921,13637,14241,14493,15917,16899,16658,17319,19093,17861,17435,17901,17566,17820
Bangladesh,"Groundnuts, with shell",Production,tonnes,13208,13208,12192,12192,14224,24400,41700,52800,52800,46700,36390,31498,28099,26356,31599,23336,27692,28023,27000,30000,26000,26000,26000,33335,32228,34522,34167,48519,45496,41724,35780,42583,39966,40095,40215,40340,39525,39000,42000,32000,27000,34000,34240,34075,38880,37980,45910,44268,47160,53467,53664,51944,49791,56439,56713,62264,66060,66828,62832
Bangladesh,Hemp tow waste,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Hemp tow waste,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,"Hides, buffalo, fresh",Yield,hg/An,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,531,321,334,328,330,331,360,352,345,327,317,320,317,319,317,319,317,317,317,317,317,317,317,317,317,317,317,317,317,317
Bangladesh,"Hides, buffalo, fresh",Production,tonnes,1800,1890,1950,2040,2160,1650,1800,1920,2100,2100,1800,1500,1140,1140,1140,1140,1140,1200,1200,1215,1215,1215,1215,1350,1530,1650,1680,1800,1950,2070,1182,1242,1271,1290,1306,1385,1346,1385,1504,1583,1663,1702,1821,1860,1979,2058,2138,2217,2296,2359,2438,2525,2561,2628,2692,2578,2330,2133,2142
Bangladesh,"Hides, buffalo, fresh",Producing Animals/Slaughtered,Head,60000,63000,65000,68000,72000,55000,60000,64000,70000,70000,60000,50000,38000,38000,38000,38000,38000,40000,40000,40500,40500,40500,40500,45000,51000,55000,56000,60000,65000,39000,36779,37186,38719,39090,39462,38491,38236,40199,45939,50000,52000,53750,57000,58750,62000,65000,67500,70000,72500,74500,77000,79700,80875,83000,85000,81406,73591,67362,67654
Bangladesh,"Hides, cattle, fresh",Yield,hg/An,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,101,101,101,102,102,105,113,117,117,118,118,117,117,117,117,117,117,118,118,118,119,119,119,119,119,119,119,119,119
Bangladesh,"Hides, cattle, fresh",Production,tonnes,33750,34850,35950,37100,38000,26570,27100,27640,28200,28760,29330,29920,30530,31200,31870,32580,33280,38150,39680,27000,27350,22700,28060,24833,27670,27940,28220,28480,28790,29050,23447,23665,24109,24563,24760,25527,27720,26950,28540,28875,29193,29863,30130,30298,30633,30800,31135,31302,31470,31495,31890,31936,32141,32285,32080,31927,31599,31795,31925
Bangladesh,"Hides, cattle, fresh",Producing Animals/Slaughtered,Head,3375000,3485000,3595000,3710000,3800000,2657000,2710000,2764000,2820000,2876000,2933000,2992000,3053000,3120000,3187000,3258000,3328000,3815000,3968000,2700000,2735000,2270000,2806000,2483312,2767000,2794000,2822000,2848000,2879000,2324000,2326000,2348000,2392000,2411000,2431000,2420000,2460000,2300000,2430000,2455000,2475000,2550000,2570000,2590000,2610000,2630000,2650000,2653000,2662000,2670000,2678000,2687000,2703000,2721000,2687204,2677449,2649022,2664613,2674660
Bangladesh,Jute,Area harvested,ha,834000,697300,688000,671800,886000,876200,971000,897000,976000,918000,694000,896261,888857,583000,511000,650000,735000,835000,760000,635000,570000,575000,581000,676000,924000,1057942,772300,512304,543386,541704,583439,588097,478300,559700,458500,507236,577493,477939,407928,448335,456680,436661,407920,390526,402000,419000,440492,420473,416000,416346,708723,760427,681000,665699,677575,677678,737770,758218,749658
Bangladesh,Jute,Yield,hg/ha,15762,17068,16064,14645,14890,14331,13019,11763,13738,13441,11205,13410,12553,12449,15432,13415,13224,14012,14211,14110,14772,15391,16282,13728,14913,14850,15864,17120,15234,15539,16487,16269,16893,17224,16118,17407,18303,16990,17430,18312,18804,18321,19465,18693,20796,21098,19040,20185,22200,22180,21494,19095,20426,20264,20647,19832,20280,21284,21349
Bangladesh,Jute,Production,tonnes,1314540,1190160,1105200,983880,1319220,1255680,1264140,1055160,1340820,1233900,777600,1201860,1115820,725760,788580,872000,972000,1170000,1080000,896000,842000,885000,946000,928000,1378000,1571019,1225149,877080,827810,841733,961939,956751,808000,964000,739000,882942,1057000,812000,711000,821000,858740,800000,794000,730000,836000,884000,838682,848715,923500,923464,1523315,1452044,1391000,1349000,1399000,1344000,1496216,1613762,1600474
Bangladesh,Lemons and limes,Area harvested,ha,400,800,800,1200,800,1500,1500,1500,1500,1500,1500,1500,1466,1506,1514,1588,1465,1451,1518,1578,1627,1710,1880,1967,2197,2300,2440,2653,2890,2934,3035,3165,3304,3618,3940,4203,4302,4462,4451,4856,4856,5261,5927,6389,11000,15000,12000,16880,18480,21367,21500,17120,20234,16200,24200,20234,25780,21868,21144
Bangladesh,Lemons and limes,Yield,hg/ha,25000,25000,25000,25000,25000,26667,26667,26667,26667,26667,26667,26667,27449,25511,23705,24452,23543,22915,23254,21857,22815,24105,25931,26914,28726,28543,29488,23012,22356,23398,23822,25956,26377,26907,26053,27790,27092,27084,29207,30890,30890,28512,28142,28502,30909,30553,31475,31280,28572,25267,25401,36992,33113,43179,28397,32247,26816,30674,31724
Bangladesh,Lemons and limes,Production,tonnes,1000,2000,2000,3000,2000,4000,4000,4000,4000,4000,4000,4000,4024,3842,3589,3883,3449,3325,3530,3449,3712,4122,4875,5294,6311,6565,7195,6105,6461,6865,7230,8215,8715,9735,10265,11680,11655,12085,13000,15000,15000,15000,16680,18210,34000,45830,37770,52801,52801,53987,54613,63330,67000,69950,68721,65248,69132,67077,67077
Bangladesh,Lentils,Area harvested,ha,62727,64346,72035,67583,66369,68000,70800,68400,71600,90000,100000,120000,150000,180000,200000,250000,291000,293000,295000,289000,285000,248000,240000,240400,233400,222500,212700,216308,215297,209085,210078,208915,207444,207600,207600,206000,206347,205775,205485,166802,164372,157085,154187,154590,153831,134635,137553,72581,70952,77287,82969,86248,89840,124617,145492,154515,154746,155963,142418
Bangladesh,Lentils,Yield,hg/ha,6803,7421,6770,7066,6736,6868,7034,6988,7235,7000,6900,6917,6933,6889,6900,6920,5911,5973,5966,5848,5930,6492,6125,6705,7035,7173,7005,7337,7341,7419,7487,7315,7878,8092,8090,8250,8263,7907,8045,7674,7666,7321,7523,7905,7870,8569,8492,9856,8532,9199,9695,9290,10352,12599,11496,10240,10911,11325,12315
Bangladesh,Lentils,Production,tonnes,42672,47752,48768,47752,44704,46700,49800,47800,51800,63000,69000,83000,104000,124000,138000,173000,172000,175000,176000,169000,169000,161000,147000,161200,164200,159600,149000,158715,158040,155120,157280,152820,163425,168000,167945,169945,170505,162700,165315,128000,126000,115000,116000,122200,121065,115370,116810,71535,60537,71100,80442,80125,93000,157000,167261,158228,168837,176633,175384
Bangladesh,Lettuce and chicory,Area harvested,ha,8500,9000,9500,10000,10500,11000,11500,12000,12897,11483,11367,8490,7574,7638,8355,8871,8219,8594,8721,8706,8670,8844,9036,9055,9225,9182,9136,9613,9645,9992,10081,10100,10100,10100,10100,10100,10500,10500,10926,11331,8498,7284,7689,7689,7491,7835,7824,7374,7564,7814,7663,7700,7700,7284,7062,7233,7533,7563,7285
Bangladesh,Lettuce and chicory,Yield,hg/ha,56471,56667,56842,57000,57143,57273,56522,56667,55892,56253,55987,48857,45222,45202,45374,47138,45462,50389,51170,50612,50375,51400,51173,52160,51593,50920,47242,49724,49546,50310,51994,52475,52475,51485,50495,49505,48571,48571,47593,46774,41186,41186,40317,41618,40942,39936,42299,45980,43838,45035,45776,44156,44156,53542,55833,55436,58957,54215,52835
Bangladesh,Lettuce and chicory,Production,tonnes,48000,51000,54000,57000,60000,63000,65000,68000,72084,64595,63640,41480,34251,34525,37910,41816,37365,43304,44625,44063,43675,45458,46240,47231,47595,46755,43160,47800,47787,50270,52415,53000,53000,52000,51000,50000,51000,51000,52000,53000,35000,30000,31000,32000,30670,31290,33095,33906,33159,35190,35078,34000,34000,39000,39429,40097,44412,41003,38490
Bangladesh,Linseed,Area harvested,ha,19425,19830,23067,20639,21448,21900,17800,15000,14600,14600,14600,20000,30000,40000,50000,55000,60000,65000,70000,70000,75000,75000,73000,77618,67680,68337,74146,75202,76305,77077,77403,75118,74867,74526,73202,70400,69890,69820,64345,4500,4500,4450,4450,4450,4769,13585,14075,8823,11176,10542,10251,9740,9300,8896,7009,6561,5365,5633,5284
Bangladesh,Linseed,Yield,hg/ha,5230,5124,4845,4430,4263,4155,5112,4733,4863,4863,5137,4500,4667,4500,4600,4545,4667,4769,4714,4714,4667,4667,5479,5258,5453,5445,5738,5747,6132,6239,7046,6587,6560,6484,6647,6534,7182,7222,7149,6667,6667,6742,4494,6742,6228,6246,5812,8852,6308,6517,6541,6482,6452,10117,6941,6821,7763,7925,6891
Bangladesh,Linseed,Production,tonnes,10160,10160,11176,9144,9144,9100,9100,7100,7100,7100,7500,9000,14000,18000,23000,25000,28000,31000,33000,33000,35000,35000,40000,40813,36906,37208,42547,43216,46791,48085,54540,49480,49115,48320,48655,46000,50195,50425,46000,3000,3000,3000,2000,3000,2970,8485,8180,7810,7050,6870,6705,6313,6000,9000,4865,4475,4165,4464,3641
Bangladesh,Maize,Area harvested,ha,8903,6880,5261,4047,4047,3600,3200,3200,3200,3200,2800,2800,2724,2656,2481,2398,2333,2215,2004,1927,1841,1588,1230,1131,3772,3158,3102,3369,3567,3345,3108,2924,2914,3080,2500,2651,2428,4047,3240,4855,19970,29060,29071,50051,66830,98404,150832,223770,128386,152009,165542,197108,234714,307152,325308,334974,389878,400478,445099
Bangladesh,Maize,Yield,hg/ha,7988,7384,7725,7532,7532,8333,9375,9375,9375,9375,7143,7143,8744,8878,9025,8974,8405,7991,7265,7146,7300,7387,7829,8179,8669,9246,9458,9118,9417,10015,9781,9319,9351,9042,10700,10166,10914,7339,12346,20597,32216,40349,40334,48243,53311,52998,59812,60172,56831,58378,61512,65838,65953,69151,69841,73008,77598,82104,80192
Bangladesh,Maize,Production,tonnes,7112,5080,4064,3048,3048,3000,3000,3000,3000,3000,2000,2000,2382,2358,2239,2152,1961,1770,1456,1377,1344,1173,963,925,3270,2920,2934,3072,3359,3350,3040,2725,2725,2785,2675,2695,2650,2970,4000,10000,64335,117255,117255,241460,356280,521525,902150,1346470,729629,887391,1018287,1297717,1548000,2124000,2271998,2445576,3025392,3288102,3569321
Bangladesh,"Mangoes, mangosteens, guavas",Area harvested,ha,40000,44000,41000,42000,38000,38000,38000,39000,40076,41659,41700,41044,41410,41600,40924,42820,43042,43292,43213,43280,43682,45423,45854,44846,45261,46080,46485,48427,48739,48722,48804,49060,49110,49482,49921,50109,50281,50393,50586,50586,50607,50600,50600,51000,124000,128000,129080,124000,124000,129000,111100,124000,119600,124000,116297,41390,46323,48947,134354
Bangladesh,"Mangoes, mangosteens, guavas",Yield,hg/ha,127000,114545,129512,127619,126316,130263,134211,145641,112610,95915,101118,89098,82516,72332,69331,63393,62344,58864,49545,47815,46449,40466,42772,35370,35936,34508,33428,33077,32652,36003,36629,37365,37365,37095,37930,37170,37116,37061,36967,36967,37149,36957,48024,47647,50161,49993,60579,64738,66787,65296,80034,76214,80006,80024,104957,332446,327632,287517,108395
Bangladesh,"Mangoes, mangosteens, guavas",Production,tonnes,508000,504000,531000,536000,480000,495000,510000,568000,451294,399572,421660,365692,341698,300903,283732,271450,268339,254836,214100,206945,202898,183807,196125,158622,162652,159015,155390,160180,159141,175415,178765,183315,183500,183555,189350,186255,186625,186760,187000,187000,188000,187000,243000,243000,622000,639910,781960,802750,828161,842312,889176,945059,956867,992296,1220616,1375993,1517691,1407308,1456331
Bangladesh,Meat nes,Production,tonnes,3000,3500,4000,4500,4800,5000,5500,5800,6000,6500,6800,6800,7000,7500,7800,8000,8500,8500,9000,9100,9200,9300,9400,9500,9630,9742,9854,9966,9000,9300,8500,8817,9000,9317,9608,9900,10196,10502,10833,11267,11848,12198,12372,12875,13232,13591,13952,14315,14680,15047,15500,16000,16000,16000,16103,17168,17442,17786,18130
Bangladesh,"Meat, buffalo",Yield/Carcass Weight,hg/An,760,741,733,750,730,738,743,744,750,747,743,759,750,750,750,750,745,744,745,744,744,744,744,747,747,747,747,747,750,747,812,844,829,834,836,909,889,871,827,800,808,800,807,800,806,800,800,800,800,800,800,801,800,800,800,800,800,800,800
Bangladesh,"Meat, buffalo",Production,tonnes,1900,2000,2200,2400,2300,2400,2600,2900,3000,3100,2600,2200,1650,1650,1650,1650,1750,1615,1990,1785,1785,1785,1785,2160,2240,2389,2464,2613,2700,2913,2987,3137,3211,3260,3300,3500,3400,3500,3800,4000,4200,4300,4600,4700,5000,5200,5400,5600,5800,5960,6160,6380,6470,6640,6800,6512,5887,5389,5412
Bangladesh,"Meat, buffalo",Producing Animals/Slaughtered,Head,25000,27000,30000,32000,31500,32500,35000,39000,40000,41500,35000,29000,22000,22000,22000,22000,23500,21700,26700,24000,24000,24000,24000,28910,30000,32000,33000,35000,36000,39000,36779,37186,38719,39090,39462,38491,38236,40199,45939,50000,52000,53750,57000,58750,62000,65000,67500,70000,72500,74500,77000,79700,80875,83000,85000,81406,73591,67362,67654
Bangladesh,"Meat, cattle",Yield/Carcass Weight,hg/An,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,561,560,560,560,560,560,602,602,602,602,602,602,602,602,602,609,608,630,673,700,702,703,705,700,700,699,701,700,702,705,706,705,711,710,710,709,713,712,713,713,713
Bangladesh,"Meat, cattle",Production,tonnes,117900,120600,122850,125100,125100,130500,132750,135000,139500,142200,141300,141300,135397,138383,141407,145913,149048,170885,178000,120934,122499,124076,125700,122753,133184,134528,135834,137178,138620,139921,140070,141377,144029,146740,147916,152500,165600,161000,170500,172500,174400,178400,180000,181000,183000,184000,186000,187000,188000,188152,190515,190784,192013,192870,191649,190735,188771,189944,190722
Bangladesh,"Meat, cattle",Producing Animals/Slaughtered,Head,2105000,2154000,2194000,2234000,2234000,2330000,2371000,2411000,2491000,2539000,2523000,2523000,2418000,2471000,2525000,2606000,2662000,3052000,3174000,2160000,2188000,2216000,2245000,2192018,2213000,2235000,2257000,2279000,2303000,2324000,2326000,2348000,2392000,2411000,2431000,2420000,2460000,2300000,2430000,2455000,2475000,2550000,2570000,2590000,2610000,2630000,2650000,2653000,2662000,2670000,2678000,2687000,2703000,2721000,2687204,2677449,2649022,2664613,2674660
Bangladesh,"Meat, chicken",Yield/Carcass Weight,0.1g/An,7250,7300,7280,7267,7270,7289,7280,7273,7283,7283,7283,7273,7276,7276,7276,7276,7283,7274,7284,7275,7279,7278,7278,6660,7281,7276,7276,7279,7282,7284,7283,7282,7281,7242,7119,7000,7003,6997,6998,6999,6985,6981,7030,6989,7027,7005,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,6995,6997,6997
Bangladesh,"Meat, chicken",Production,tonnes,11600,14600,18200,21800,26900,32800,36400,40000,43700,48200,43700,40000,37100,37100,37100,37100,30200,48600,51100,37900,40194,42600,45160,40687,49011,52034,55282,58753,61900,66357,68934,73228,79539,83862,89481,76300,80600,83400,87900,94000,101000,108000,116000,123000,130000,138000,147000,150500,156800,161700,166600,172200,173600,180600,185500,190536,195242,200360,203764
Bangladesh,"Meat, chicken",Producing Animals/Slaughtered,1000 Head,16000,20000,25000,30000,37000,45000,50000,55000,60000,66186,60000,55000,50992,50992,50992,50992,41465,66817,70158,52095,55221,58534,62046,61093,67312,71512,75974,80715,85000,91103,94656,100563,109244,115800,125700,109000,115100,119200,125600,134300,144600,154700,165000,176000,185000,197000,210000,215000,224000,231000,238000,246000,248000,258000,265000,272206,279117,286342,291218
Bangladesh,"Meat, duck",Yield/Carcass Weight,0.1g/An,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
Bangladesh,"Meat, duck",Production,tonnes,7000,8500,9000,9500,10000,11000,11500,12000,12500,13000,12800,12200,12000,11800,11800,11700,11700,17000,19000,15000,16000,17000,18000,18000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,33000,35900,36000,37000,37000,36400,38000,41000,42000,40000,41200,41500,44000,45000,46000,48480,50000,52137,53623,55063,56148
Bangladesh,"Meat, duck",Producing Animals/Slaughtered,1000 Head,7000,8500,9000,9500,10000,11000,11500,12000,12500,13000,12800,12200,12000,11800,11800,11700,11700,17000,19000,15000,16000,17000,18000,18000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,33000,35900,36000,37000,37000,36400,38000,41000,42000,40000,41200,41500,44000,45000,46000,48480,50000,52137,53623,55063,56148
Bangladesh,"Meat, goat",Yield/Carcass Weight,hg/An,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,60,51,51,60,65,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Bangladesh,"Meat, goat",Production,tonnes,26600,27800,29100,31400,32000,28700,29400,30000,31000,31700,33000,34500,35700,37000,38500,40500,42000,43188,39300,23673,24181,29000,32000,38632,51810,55580,59612,63942,68600,73639,78269,83945,90928,98000,105000,115000,123500,126000,127000,129000,129000,137000,143000,149000,155400,162400,168700,175700,183400,191096,198796,199987,204327,208600,207900,208344,221356,222427,226338
Bangladesh,"Meat, goat",Producing Animals/Slaughtered,Head,3800000,3975000,4155000,4489000,4575000,4100000,4200000,4286000,4429000,4529000,4708000,4908000,5103000,5309000,5509000,5810000,6010000,6169000,6539000,4604000,4710000,4818000,4929000,5518846,7400000,7939000,8517000,9137000,9802000,10516000,11176000,11990000,12984000,14000000,15000000,16500000,17600000,18000000,18200000,18400000,18400000,19600000,20400000,21300000,22200000,23200000,24100000,25100000,26200000,27300000,28400000,28570000,29190000,29800000,29700000,29759153,31614688,31764963,32322418
