Area,Year,Item,Area Harvested,Production,Yield
Bangladesh,1989,"Fruit, fresh nes",16290,64522,39608
Bangladesh,1989,"Fruit, tropical fresh nes",24591,253790,103204
Bangladesh,1989,Garlic,12692,38192,30091
Bangladesh,1989,Ginger,6475,38976,60195
Bangladesh,1989,Grapefruit (inc. pomelos),2320,6465,27866
Bangladesh,1989,"Groundnuts, with shell",38198,45496,11911
Bangladesh,1989,Jute,543386,827810,15234
Bangladesh,1989,Lemons and limes,2890,6461,22356
Bangladesh,1989,Lentils,215297,158040,7341
Bangladesh,1989,Lettuce and chicory,9645,47787,49546
Bangladesh,1989,Linseed,76305,46791,6132
Bangladesh,1989,Maize,3567,3359,9417
Bangladesh,1989,"Mangoes, mangosteens, guavas",48739,159141,32652
Bangladesh,1989,"Melons, other (inc.cantaloupes)",9739,115851,118956
Bangladesh,1989,Millet,91312,63735,6980
Bangladesh,1989,Oilseeds nes,315,182,5778
Bangladesh,1989,"Onions, dry",34036,138589,40718
Bangladesh,1989,Oranges,2468,8432,34165
Bangladesh,1989,"Peas, dry",43700,29000,6636
Bangladesh,1989,Pigeon peas,5762,3335,5788
Bangladesh,1989,Pineapples,13560,156755,115601
Bangladesh,1989,Potatoes,111312,1089298,97860
Bangladesh,1989,Pulses nes,239565,160521,6701
Bangladesh,1989,"Rice, paddy",10478188,26784480,25562
Bangladesh,1989,Sesame seed,86386,49290,5706
Bangladesh,1989,Sorghum,1553,1212,7804
Bangladesh,1989,Spices nes,22258,41000,18420
Bangladesh,1989,Spinach,3750,16432,43819
Bangladesh,1989,Sugar cane,172078,6707205,389777
Bangladesh,1989,Sugar crops nes,12184,277025,227368
Bangladesh,1989,Sweet potatoes,52203,543920,104193
Bangladesh,1989,"Tangerines, mandarins, clementines, satsumas",429,941,21935
Bangladesh,1989,Tea,46470,43581,9378
Bangladesh,1989,Tobacco,45777,39301,8585
Bangladesh,1989,Tomatoes,11132,83569,75071
Bangladesh,1989,"Vegetables, fresh nes",89444,521895,58349
Bangladesh,1989,Wheat,560096,18246,1021950
Bangladesh,1989,Roots and Tubers,163515,1633218,99882
Bangladesh,1989,Vegetables Primary,207869,1149120,55281
Bangladesh,1990,Areca nuts,34912,22760,6519
Bangladesh,1990,Bananas,38904,623670,160310
Bangladesh,1990,Barley,18605,11684,6280
Bangladesh,1990,"Bastfibres, others",20107,14379,7151
Bangladesh,1990,"Beans, dry",126436,83260,6585
Bangladesh,1990,"Beans, green",9978,41702,41794
Bangladesh,1990,Berries nes,915,3310,36175
Bangladesh,1990,Cabbages and other brassicas,8110,65570,80851
Bangladesh,1990,Castor oil seed,406,255,6281
Bangladesh,1990,Cauliflowers and broccoli,8413,64105,76198
Bangladesh,1990,Chick peas,102867,70120,6817
Bangladesh,1990,"Chillies and peppers, dry",69646,51520,7397
Bangladesh,1990,Coconuts,32430,81595,25160
Bangladesh,1990,Cucumbers and gherkins,3583,15025,41934
Bangladesh,1990,Fibre crops nes,1847,1324,7168
Bangladesh,1990,"Fruit, fresh nes",16550,62680,37873
Bangladesh,1990,"Fruit, tropical fresh nes",24670,253250,102655
Bangladesh,1990,Garlic,13000,39055,30042
Bangladesh,1990,Ginger,6967,42830,61476
Bangladesh,1990,Grapefruit (inc. pomelos),2367,6690,28264
Bangladesh,1990,"Groundnuts, with shell",38579,41724,10815
Bangladesh,1990,Jute,541704,841733,15539
Bangladesh,1990,Lemons and limes,2934,6865,23398
Bangladesh,1990,Lentils,209085,155120,7419
Bangladesh,1990,Lettuce and chicory,9992,50270,50310
Bangladesh,1990,Linseed,77077,48085,6239
Bangladesh,1990,Maize,3345,3350,10015
Bangladesh,1990,"Mangoes, mangosteens, guavas",48722,175415,36003
Bangladesh,1990,"Melons, other (inc.cantaloupes)",12023,112030,93180
Bangladesh,1990,Millet,90302,62915,6967
Bangladesh,1990,Oilseeds nes,397,235,5919
Bangladesh,1990,"Onions, dry",35235,147845,41960
Bangladesh,1990,Oranges,2946,8685,29481
Bangladesh,1990,"Peas, dry",42213,27645,6549
Bangladesh,1990,Pigeon peas,5406,3195,5910
Bangladesh,1990,Pineapples,13781,162445,117876
Bangladesh,1990,Potatoes,116582,1065680,91410
Bangladesh,1990,Pulses nes,248244,173086,6972
Bangladesh,1990,"Rice, paddy",10435340,26777904,25661
Bangladesh,1990,Sesame seed,83088,48610,5850
Bangladesh,1990,Sorghum,1012,820,8103
Bangladesh,1990,Spices nes,23273,43560,18717
Bangladesh,1990,Spinach,4014,18175,45279
Bangladesh,1990,Sugar cane,186378,7423345,398295
Bangladesh,1990,Sugar crops nes,12658,287325,226991
Bangladesh,1990,Sweet potatoes,52045,511687,98316
Bangladesh,1990,"Tangerines, mandarins, clementines, satsumas",443,990,22348
Bangladesh,1990,Tea,47418,39075,8241
Bangladesh,1990,Tobacco,45070,37800,8387
Bangladesh,1990,Tomatoes,11704,89170,76188
Bangladesh,1990,"Vegetables, fresh nes",77330,565127,73080
Bangladesh,1990,Wheat,592000,15034,890000
Bangladesh,1990,Roots and Tubers,168627,1577367,93542
Bangladesh,1991,Areca nuts,35813,24120,6735
Bangladesh,1991,Bananas,39119,626265,160092
Bangladesh,1991,Barley,17618,10800,6130
Bangladesh,1991,"Bastfibres, others",5000,5000,10000
Bangladesh,1991,"Beans, dry",123727,82515,6669
Bangladesh,1991,"Beans, green",10137,41840,41275
Bangladesh,1991,Berries nes,913,4065,44524
Bangladesh,1991,Cabbages and other brassicas,8033,69620,86667
Bangladesh,1991,Castor oil seed,279,180,6452
Bangladesh,1991,Cauliflowers and broccoli,8533,68095,79802
Bangladesh,1991,Chick peas,96714,71005,7342
Bangladesh,1991,"Chillies and peppers, dry",70183,51895,7394
Bangladesh,1991,Coconuts,30729,75915,24705
Bangladesh,1991,Cucumbers and gherkins,3549,15155,42702
Bangladesh,1991,Fibre crops nes,1928,1245,6457
Bangladesh,1991,"Fruit, fresh nes",17120,63950,37354
Bangladesh,1991,"Fruit, tropical fresh nes",24914,254664,102217
Bangladesh,1991,Garlic,12592,37965,30150
Bangladesh,1991,Ginger,7017,42680,60824
Bangladesh,1991,Grapefruit (inc. pomelos),2513,7205,28671
Bangladesh,1991,"Groundnuts, with shell",38484,35780,9297
Bangladesh,1991,Jute,583439,961939,16487
Bangladesh,1991,Lemons and limes,3035,7230,23822
Bangladesh,1991,Lentils,210078,157280,7487
Bangladesh,1991,Lettuce and chicory,10081,52415,51994
Bangladesh,1991,Linseed,77403,54540,7046
Bangladesh,1991,Maize,3108,3040,9781
Bangladesh,1991,"Mangoes, mangosteens, guavas",48804,178765,36629
Bangladesh,1991,"Melons, other (inc.cantaloupes)",11956,112810,94354
Bangladesh,1991,Millet,90134,66110,7335
Bangladesh,1991,Oilseeds nes,400,275,6875
Bangladesh,1991,"Onions, dry",34762,143305,41225
Bangladesh,1991,Oranges,433,1030,23788
Bangladesh,1991,"Peas, dry",41666,29310,7035
Bangladesh,1991,Pigeon peas,5376,2915,5422
Bangladesh,1991,Pineapples,13856,150050,108292
Bangladesh,1991,Potatoes,123844,1236805,99868
Bangladesh,1991,Pulses nes,247807,179290,7235
Bangladesh,1991,"Rice, paddy",10244503,27242000,26592
Bangladesh,1991,Sesame seed,80561,45220,5613
Bangladesh,1991,Sorghum,585,490,8376
Bangladesh,1991,Spices nes,22711,43235,19037
Bangladesh,1991,Spinach,3931,18340,46655
Bangladesh,1991,Sugar cane,191077,7681940,402034
Bangladesh,1991,Sugar crops nes,12869,289250,224765
Bangladesh,1991,Sweet potatoes,50024,482635,96481
Bangladesh,1991,"Tangerines, mandarins, clementines, satsumas",2541,8305,32684
Bangladesh,1991,Tea,47629,45012,9451
Bangladesh,1991,Tobacco,38019,33775,8884
Bangladesh,1991,Tomatoes,11711,89335,76283
Bangladesh,1991,"Vegetables, fresh nes",95910,592000,61725
Bangladesh,1991,Wheat,598955,16767,1004290
Bangladesh,1991,Roots and Tubers,173868,1719440,98893
Bangladesh,1991,Vegetables Primary,218949,1270840,58043
Bangladesh,1992,Areca nuts,35916,24260,6755
Bangladesh,1992,Bananas,38875,636110,163630
Bangladesh,1992,Barley,16060,10200,6351
Bangladesh,1992,"Bastfibres, others",1000,1000,10000
Bangladesh,1992,"Beans, dry",121000,83000,6860
Bangladesh,1992,"Beans, green",10722,42980,40086
Bangladesh,1992,Berries nes,963,3935,40862
Bangladesh,1992,Cabbages and other brassicas,8466,71070,83948
Bangladesh,1992,Castor oil seed,308,185,6006
Bangladesh,1992,Cauliflowers and broccoli,8596,67600,78641
Bangladesh,1992,Chick peas,92145,64680,7019
Bangladesh,1992,"Chillies and peppers, dry",67265,50715,7540
Bangladesh,1992,Coconuts,30727,81640,26569
Bangladesh,1992,Cucumbers and gherkins,3539,15150,42809
Bangladesh,1992,Fibre crops nes,1944,1276,6564
Bangladesh,1992,"Fruit, fresh nes",17713,65355,36897
Bangladesh,1992,"Fruit, tropical fresh nes",25230,257360,102006
Bangladesh,1992,Garlic,12737,39925,31346
Bangladesh,1992,Ginger,7056,41535,58865
Bangladesh,1992,Grapefruit (inc. pomelos),2687,7820,29103
Bangladesh,1992,"Groundnuts, with shell",39008,42583,10916
Bangladesh,1992,Jute,588097,956751,16269
Bangladesh,1992,Lemons and limes,3165,8215,25956
Bangladesh,1992,Lentils,208915,152820,7315
Bangladesh,1992,Lettuce and chicory,10100,53000,52475
Bangladesh,1992,Linseed,75118,49480,6587
Bangladesh,1992,Maize,2924,2725,9319
Bangladesh,1992,"Mangoes, mangosteens, guavas",49060,183315,37365
Bangladesh,1992,"Melons, other (inc.cantaloupes)",12033,110245,91619
Bangladesh,1992,Millet,88120,65410,7423
Bangladesh,1992,Oilseeds nes,407,280,6880
Bangladesh,1992,"Onions, dry",34430,144040,41836
Bangladesh,1992,Oranges,263,660,25095
Bangladesh,1992,"Peas, dry",40914,28675,7009
Bangladesh,1992,Pigeon peas,5803,2935,5058
Bangladesh,1992,Pineapples,13925,148140,106384
Bangladesh,1992,Potatoes,127796,1379320,107931
Bangladesh,1992,Pulses nes,250077,187530,7499
Bangladesh,1992,"Rice, paddy",10178417,27373000,26893
Bangladesh,1992,Sesame seed,82487,49463,5996
Bangladesh,1992,Sorghum,603,542,8988
Bangladesh,1992,Spices nes,22689,45555,20078
Bangladesh,1992,Spinach,4140,19425,46920
Bangladesh,1992,Sugar cane,187325,7445615,397470
Bangladesh,1992,Sugar crops nes,13061,289980,222020
Bangladesh,1992,Sweet potatoes,48736,470190,96477
Bangladesh,1992,"Tangerines, mandarins, clementines, satsumas",2556,9000,35211
Bangladesh,1992,Tea,47657,45632,9575
Bangladesh,1992,Tobacco,36790,34080,9263
Bangladesh,1992,Tomatoes,11594,86015,74189
Bangladesh,1992,"Vegetables, fresh nes",95911,595000,62037
Bangladesh,1992,Wheat,574650,18534,1065050
Bangladesh,1992,Roots and Tubers,176532,1849510,104769
Bangladesh,1992,Vegetables Primary,220461,1283450,58217
Bangladesh,1993,Areca nuts,35813,23855,6661
Bangladesh,1993,Bananas,38948,631550,162152
Bangladesh,1993,Barley,12296,7570,6156
Bangladesh,1993,"Bastfibres, others",992,1000,10081
Bangladesh,1993,"Beans, dry",121000,82000,6777
Bangladesh,1993,"Beans, green",11201,44795,39992
Bangladesh,1993,Berries nes,1105,4700,42534
Bangladesh,1993,Cabbages and other brassicas,8903,76040,85409
Bangladesh,1993,Castor oil seed,261,161,6169
Bangladesh,1993,Cauliflowers and broccoli,8773,68020,77533
Bangladesh,1993,Chick peas,90470,67375,7447
Bangladesh,1993,"Chillies and peppers, dry",67168,54365,8094
Bangladesh,1993,Coconuts,31227,92695,29684
Bangladesh,1993,Cucumbers and gherkins,3612,15470,42829
Bangladesh,1993,Fibre crops nes,1999,1283,6418
Bangladesh,1993,"Fruit, fresh nes",18685,69240,37056
Bangladesh,1993,"Fruit, tropical fresh nes",25475,255605,100336
Bangladesh,1993,Garlic,12670,39000,30781
Bangladesh,1993,Ginger,7064,41940,59371
Bangladesh,1993,Grapefruit (inc. pomelos),2843,8660,30461
Bangladesh,1993,"Groundnuts, with shell",35750,39966,11179
Bangladesh,1993,Jute,478300,808000,16893
Bangladesh,1993,Lemons and limes,3304,8715,26377
Bangladesh,1993,Lentils,207444,163425,7878
Bangladesh,1993,Lettuce and chicory,10100,53000,52475
Bangladesh,1993,Linseed,74867,49115,6560
Bangladesh,1993,Maize,2914,2725,9351
Bangladesh,1993,"Mangoes, mangosteens, guavas",49110,183500,37365
Bangladesh,1993,"Melons, other (inc.cantaloupes)",11904,95925,80582
Bangladesh,1993,Millet,83769,63000,7521
Bangladesh,1993,Oilseeds nes,504,360,7143
Bangladesh,1993,"Onions, dry",34191,139880,40911
Bangladesh,1993,Oranges,277,660,23827
Bangladesh,1993,"Peas, dry",39718,26385,6643
Bangladesh,1993,Pigeon peas,5781,2840,4913
Bangladesh,1993,Pineapples,13884,149145,107422
Bangladesh,1993,Potatoes,129605,1384010,106787
Bangladesh,1993,Pulses nes,248702,174635,7022
Bangladesh,1993,"Rice, paddy",9905600,26928000,27185
Bangladesh,1993,Sesame seed,65900,58000,8801
Bangladesh,1993,Sorghum,542,485,8948
Bangladesh,1993,Spices nes,22539,45585,20225
Bangladesh,1993,Spinach,4403,20930,47536
Bangladesh,1993,Sugar cane,184688,7506525,406444
Bangladesh,1993,Sugar crops nes,13375,298170,222931
Bangladesh,1993,Sweet potatoes,45296,433545,95714
Bangladesh,1993,"Tangerines, mandarins, clementines, satsumas",2576,8355,32434
Bangladesh,1993,Tea,47782,48900,10234
Bangladesh,1993,Tobacco,36148,36380,10064
Bangladesh,1993,Tomatoes,11655,85750,73574
Bangladesh,1993,"Vegetables, fresh nes",98744,620000,62789
Bangladesh,1993,Wheat,636947,18457,1175630
Bangladesh,1993,Roots and Tubers,174901,1817555,103919
Bangladesh,1993,Vegetables Primary,225215,1319325,58581
Bangladesh,1994,Areca nuts,35600,26000,7303
Bangladesh,1994,Bananas,39448,639850,162201
Bangladesh,1994,Barley,10072,6235,6190
Bangladesh,1994,"Bastfibres, others",7000,7000,10000
Bangladesh,1994,"Beans, dry",121800,85000,6979
Bangladesh,1994,"Beans, green",11760,47775,40625
Bangladesh,1994,Berries nes,1133,5005,44175
Bangladesh,1994,Cabbages and other brassicas,9186,81390,88602
Bangladesh,1994,Castor oil seed,295,195,6610
Bangladesh,1994,Cauliflowers and broccoli,9285,72260,77824
Bangladesh,1994,Chick peas,85400,62000,7260
Bangladesh,1994,"Chillies and peppers, dry",66800,53890,8067
Bangladesh,1994,Coconuts,31496,93850,29797
Bangladesh,1994,Cucumbers and gherkins,3648,15820,43366
Bangladesh,1994,Fibre crops nes,1969,485,2463
Bangladesh,1994,"Fruit, fresh nes",19560,72680,37157
Bangladesh,1994,"Fruit, tropical fresh nes",25650,255895,99764
Bangladesh,1994,Garlic,12774,40200,31470
Bangladesh,1994,Ginger,6900,40000,57971
Bangladesh,1994,Grapefruit (inc. pomelos),3274,10035,30651
Bangladesh,1994,"Groundnuts, with shell",35488,40095,11298
Bangladesh,1994,Jute,559700,964000,17224
Bangladesh,1994,Lemons and limes,3618,9735,26907
Bangladesh,1994,Lentils,207600,168000,8092
Bangladesh,1994,Lettuce and chicory,10100,52000,51485
Bangladesh,1994,Linseed,74526,48320,6484
Bangladesh,1994,Maize,3080,2785,9042
Bangladesh,1994,"Mangoes, mangosteens, guavas",49482,183555,37095
Bangladesh,1994,"Melons, other (inc.cantaloupes)",11877,103890,87472
Bangladesh,1994,Millet,84985,61000,7178
Bangladesh,1994,Oilseeds nes,800,600,7500
Bangladesh,1994,"Onions, dry",34523,144170,41761
Bangladesh,1994,Oranges,289,715,24740
Bangladesh,1994,"Peas, dry",39660,25000,6304
Bangladesh,1994,Pigeon peas,6000,3000,5000
Bangladesh,1994,Pineapples,13858,149205,107667
Bangladesh,1994,Potatoes,131245,1438055,109570
Bangladesh,1994,Pulses nes,249300,190000,7621
Bangladesh,1994,"Rice, paddy",9919300,25124000,25328
Bangladesh,1994,Sesame seed,79758,48440,6073
Bangladesh,1994,Sorghum,465,460,9892
Bangladesh,1994,Spices nes,22600,47000,20796
Bangladesh,1994,Spinach,4450,21000,47191
Bangladesh,1994,Sugar cane,180800,7110740,393293
Bangladesh,1994,Sugar crops nes,13750,305000,221818
Bangladesh,1994,Sweet potatoes,44765,426935,95373
Bangladesh,1994,"Tangerines, mandarins, clementines, satsumas",2580,8360,32403
Bangladesh,1994,Tea,47786,50515,10571
Bangladesh,1994,Tobacco,36642,37770,10308
Bangladesh,1994,Tomatoes,11776,86470,73429
Bangladesh,1994,"Vegetables, fresh nes",99149,626000,63137
Bangladesh,1994,Wheat,615000,18390,1131000
Bangladesh,1994,Roots and Tubers,176010,1864990,105959
Bangladesh,1994,Vegetables Primary,228303,1348990,59088
Bangladesh,1995,Areca nuts,36000,26000,7222
Bangladesh,1995,Bananas,39700,634000,159698
Bangladesh,1995,Barley,10000,6000,6000
Bangladesh,1995,"Bastfibres, others",1000,1000,10000
Bangladesh,1995,"Beans, dry",120200,82000,6822
Bangladesh,1995,"Beans, green",12185,49970,41009
Bangladesh,1995,Berries nes,1215,5000,41152
Bangladesh,1995,Cabbages and other brassicas,9684,90795,93758
Bangladesh,1995,Castor oil seed,295,195,6610
Bangladesh,1995,Cauliflowers and broccoli,9300,77000,82796
Bangladesh,1995,Chick peas,85000,62000,7294
Bangladesh,1995,"Chillies and peppers, dry",66400,52670,7932
Bangladesh,1995,Coconuts,31647,95275,30106
Bangladesh,1995,Cucumbers and gherkins,3780,16445,43505
Bangladesh,1995,Fibre crops nes,2034,521,2561
Bangladesh,1995,"Fruit, fresh nes",20290,75825,37371
Bangladesh,1995,"Fruit, tropical fresh nes",26300,265000,100760
Bangladesh,1995,Garlic,13000,40000,30769
Bangladesh,1995,Ginger,6900,39000,56522
Bangladesh,1995,Grapefruit (inc. pomelos),3565,10980,30799
Bangladesh,1995,"Groundnuts, with shell",35628,40215,11287
Bangladesh,1995,Jute,458500,739000,16118
Bangladesh,1995,Lemons and limes,3940,10265,26053
Bangladesh,1995,Lentils,207600,167945,8090
Bangladesh,1995,Lettuce and chicory,10100,51000,50495
Bangladesh,1995,Linseed,73202,48655,6647
Bangladesh,1995,Maize,2500,2675,10700
Bangladesh,1995,"Mangoes, mangosteens, guavas",49921,189350,37930
Bangladesh,1995,"Melons, other (inc.cantaloupes)",12141,101000,83189
Bangladesh,1995,Millet,79722,51000,6397
Bangladesh,1995,Oilseeds nes,800,600,7500
Bangladesh,1995,"Onions, dry",34165,144000,42148
Bangladesh,1995,Oranges,320,780,24375
Bangladesh,1995,"Peas, dry",40060,25000,6241
Bangladesh,1995,Pigeon peas,6000,3000,5000
Bangladesh,1995,Pineapples,13860,149205,107652
Bangladesh,1995,Potatoes,131500,1468400,111665
Bangladesh,1995,Pulses nes,282500,192000,6796
Bangladesh,1995,"Rice, paddy",9951700,26399000,26527
Bangladesh,1995,Sesame seed,80086,49595,6193
Bangladesh,1995,Sorghum,459,450,9804
Bangladesh,1995,Spices nes,23100,45000,19481
Bangladesh,1995,Spinach,4450,22000,49438
Bangladesh,1995,Sugar cane,180099,7445650,413420
Bangladesh,1995,Sugar crops nes,14570,311000,213452
Bangladesh,1995,Sweet potatoes,45700,435000,95186
Bangladesh,1995,"Tangerines, mandarins, clementines, satsumas",2428,8000,32949
Bangladesh,1995,Tea,47780,52000,10883
Bangladesh,1995,Tobacco,36000,38000,10556
Bangladesh,1995,Tomatoes,11895,87275,73371
Bangladesh,1995,"Vegetables, fresh nes",100360,640000,63770
Bangladesh,1995,Wheat,639000,19483,1244990
Bangladesh,1995,Roots and Tubers,177200,1903400,107415
Bangladesh,1995,Vegetables Primary,231459,1390105,60058
Bangladesh,1996,Areca nuts,36400,27000,7418
Bangladesh,1996,Bananas,39632,633645,159882
Bangladesh,1996,Barley,9354,6015,6430
Bangladesh,1996,"Bastfibres, others",2238,2326,10393
Bangladesh,1996,"Beans, dry",119800,84000,7012
Bangladesh,1996,"Beans, green",12950,54000,41699
Bangladesh,1996,Berries nes,1215,5000,41152
Bangladesh,1996,Cabbages and other brassicas,10087,97440,96600
Bangladesh,1996,Castor oil seed,295,195,6610
Bangladesh,1996,Cauliflowers and broccoli,9700,74000,76289
Bangladesh,1996,Chick peas,85400,62000,7260
Bangladesh,1996,"Chillies and peppers, dry",66000,52550,7962
Bangladesh,1996,Coconuts,29200,89000,30479
Bangladesh,1996,Cucumbers and gherkins,4050,17000,41975
Bangladesh,1996,Fibre crops nes,2074,537,2589
Bangladesh,1996,"Fruit, fresh nes",22663,86000,37947
Bangladesh,1996,"Fruit, tropical fresh nes",26300,265000,100760
Bangladesh,1996,Garlic,12860,38550,29977
Bangladesh,1996,Ginger,7700,39000,50649
Bangladesh,1996,Grapefruit (inc. pomelos),4071,12775,31380
Bangladesh,1996,"Groundnuts, with shell",35539,40340,11351
Bangladesh,1996,Jute,507236,882942,17407
Bangladesh,1996,Lemons and limes,4203,11680,27790
Bangladesh,1996,Lentils,206000,169945,8250
Bangladesh,1996,Lettuce and chicory,10100,50000,49505
Bangladesh,1996,Linseed,70400,46000,6534
Bangladesh,1996,Maize,2651,2695,10166
Bangladesh,1996,"Mangoes, mangosteens, guavas",50109,186255,37170
Bangladesh,1996,"Melons, other (inc.cantaloupes)",11736,96000,81800
Bangladesh,1996,Millet,80675,59745,7406
Bangladesh,1996,Oilseeds nes,800,600,7500
Bangladesh,1996,"Onions, dry",34031,138190,40607
Bangladesh,1996,Oranges,405,1000,24691
Bangladesh,1996,"Peas, dry",39250,25000,6369
Bangladesh,1996,Pigeon peas,6000,3000,5000
Bangladesh,1996,Pineapples,13800,148575,107663
Bangladesh,1996,Potatoes,132300,1491560,112741
Bangladesh,1996,Pulses nes,242000,183000,7562
Bangladesh,1996,"Rice, paddy",10200000,28182000,27629
Bangladesh,1996,Sesame seed,84200,48745,5789
Bangladesh,1996,Sorghum,492,490,9959
Bangladesh,1996,Spices nes,23100,46000,19913
Bangladesh,1996,Spinach,4850,23000,47423
Bangladesh,1996,Sugar cane,174445,7165090,410736
Bangladesh,1996,Sugar crops nes,14570,315000,216198
Bangladesh,1996,Sweet potatoes,45285,435105,96081
Bangladesh,1996,"Tangerines, mandarins, clementines, satsumas",2428,8000,32949
Bangladesh,1996,Tea,48015,47675,9929
Bangladesh,1996,Tobacco,36229,39375,10868
Bangladesh,1996,Tomatoes,12183,89265,73270
Bangladesh,1996,"Vegetables, fresh nes",104000,661000,63558
Bangladesh,1996,Wheat,701000,19531,1369130
Bangladesh,1996,Roots and Tubers,177585,1926665,108493
Bangladesh,1996,Vegetables Primary,237811,1420800,59745
Bangladesh,1997,Areca nuts,36000,27000,7500
Bangladesh,1997,Bananas,39646,628425,158509
Bangladesh,1997,Barley,9407,5985,6362
Bangladesh,1997,"Bastfibres, others",1000,1000,10000
Bangladesh,1997,"Beans, dry",120000,83000,6917
Bangladesh,1997,"Beans, green",10232,47990,46902
Bangladesh,1997,Berries nes,1620,7000,43210
Bangladesh,1997,Cabbages and other brassicas,10329,106655,103258
Bangladesh,1997,Castor oil seed,403,265,6576
Bangladesh,1997,Cauliflowers and broccoli,10137,75890,74864
Bangladesh,1997,Chick peas,84435,61485,7282
Bangladesh,1997,"Chillies and peppers, dry",66205,52215,7887
Bangladesh,1997,Coconuts,32036,89255,27861
Bangladesh,1997,Cucumbers and gherkins,4050,18000,44444
Bangladesh,1997,Fibre crops nes,2088,515,2466
Bangladesh,1997,"Fruit, fresh nes",23877,91000,38112
Bangladesh,1997,"Fruit, tropical fresh nes",26300,265000,100760
Bangladesh,1997,Garlic,13089,39230,29972
Bangladesh,1997,Ginger,7700,39000,50649
Bangladesh,1997,Grapefruit (inc. pomelos),4316,14100,32669
Bangladesh,1997,"Groundnuts, with shell",34622,39525,11416
Bangladesh,1997,Jute,577493,1057000,18303
Bangladesh,1997,Lemons and limes,4302,11655,27092
Bangladesh,1997,Lentils,206347,170505,8263
Bangladesh,1997,Lettuce and chicory,10500,51000,48571
Bangladesh,1997,Linseed,69890,50195,7182
Bangladesh,1997,Maize,2428,2650,10914
Bangladesh,1997,"Mangoes, mangosteens, guavas",50281,186625,37116
Bangladesh,1997,"Melons, other (inc.cantaloupes)",11736,97000,82652
Bangladesh,1997,Millet,79072,58295,7372
Bangladesh,1997,Oilseeds nes,809,1000,12361
Bangladesh,1997,"Onions, dry",34406,141835,41224
Bangladesh,1997,Oranges,405,1000,24691
Bangladesh,1997,"Peas, dry",39254,24000,6114
Bangladesh,1997,Pigeon peas,6100,3000,4918
Bangladesh,1997,Pineapples,13769,148485,107840
Bangladesh,1997,Potatoes,133971,1507860,112551
Bangladesh,1997,Pulses nes,234000,182000,7778
Bangladesh,1997,"Rice, paddy",10263000,28152000,27431
Bangladesh,1997,Sesame seed,79725,48925,6137
Bangladesh,1997,Sorghum,471,485,10297
Bangladesh,1997,Spices nes,23100,47000,20346
Bangladesh,1997,Spinach,5048,24690,48910
Bangladesh,1997,Sugar cane,175580,7520540,428326
Bangladesh,1997,Sugar crops nes,14940,316000,211513
Bangladesh,1997,Sweet potatoes,43203,405875,93946
Bangladesh,1997,"Tangerines, mandarins, clementines, satsumas",3280,8800,26829
Bangladesh,1997,Tea,48308,53310,11035
Bangladesh,1997,Tobacco,34875,38100,10925
Bangladesh,1997,Tomatoes,12579,93075,73992
Bangladesh,1997,"Vegetables, fresh nes",106000,679000,64057
Bangladesh,1997,Wheat,707802,20544,1454100
Bangladesh,1997,Roots and Tubers,177174,1913735,108014
Bangladesh,1997,Vegetables Primary,240270,1462365,60863
Bangladesh,1998,Areca nuts,36000,28000,7778
Bangladesh,1998,Bananas,39618,624735,157690
Bangladesh,1998,Barley,9270,6040,6516
Bangladesh,1998,"Bastfibres, others",2024,3000,14822
Bangladesh,1998,"Beans, dry",84176,54000,6415
Bangladesh,1998,"Beans, green",10494,49265,46946
Bangladesh,1998,Berries nes,1620,7000,43210
Bangladesh,1998,Cabbages and other brassicas,11008,112860,102525
Bangladesh,1998,Castor oil seed,473,280,5920
Bangladesh,1998,Cauliflowers and broccoli,10291,78700,76475
Bangladesh,1998,Chick peas,84025,59900,7129
Bangladesh,1998,"Chillies and peppers, dry",66290,52820,7968
Bangladesh,1998,Coconuts,32092,89320,27832
Bangladesh,1998,Cucumbers and gherkins,4500,18000,40000
Bangladesh,1998,Fibre crops nes,2050,507,2473
Bangladesh,1998,"Fruit, fresh nes",24686,94000,38078
Bangladesh,1998,"Fruit, tropical fresh nes",26700,267000,100000
Bangladesh,1998,Garlic,13122,39655,30220
Bangladesh,1998,Ginger,7700,39000,50649
Bangladesh,1998,Grapefruit (inc. pomelos),4494,14895,33144
Bangladesh,1998,"Groundnuts, with shell",34818,39000,11201
Bangladesh,1998,Jute,477939,812000,16990
Bangladesh,1998,Lemons and limes,4462,12085,27084
Bangladesh,1998,Lentils,205775,162700,7907
Bangladesh,1998,Lettuce and chicory,10500,51000,48571
Bangladesh,1998,Linseed,69820,50425,7222
Bangladesh,1998,Maize,4047,2970,7339
Bangladesh,1998,"Mangoes, mangosteens, guavas",50393,186760,37061
Bangladesh,1998,"Melons, other (inc.cantaloupes)",11736,96000,81800
Bangladesh,1998,Millet,82152,55030,6699
Bangladesh,1998,Oilseeds nes,809,1000,12361
Bangladesh,1998,"Onions, dry",34454,138430,40178
Bangladesh,1998,Oranges,405,1000,24691
Bangladesh,1998,"Peas, dry",38850,24000,6178
Bangladesh,1998,Pigeon peas,6100,3000,4918
Bangladesh,1998,Pineapples,13792,148580,107729
Bangladesh,1998,Potatoes,136277,1553180,113972
Bangladesh,1998,Pulses nes,230000,186000,8087
Bangladesh,1998,"Rice, paddy",10119838,29710000,29358
Bangladesh,1998,Sesame seed,79654,49030,6155
