Area,Year,Item,Area Harvested,Yield,Production
Bangladesh,2017,Pineapples,14359,147526,211833
Bangladesh,2017,Potatoes,499725,204432,10215957
Bangladesh,2017,Pulses nes,112097,10616,119000
Bangladesh,2017,"Rice, paddy",11615000,46619,54148000
Bangladesh,2017,Sesame seed,37518,9062,33999
Bangladesh,2017,Sorghum,83,11084,92
Bangladesh,2017,Spices nes,47332,35494,168000
Bangladesh,2017,Spinach,8744,75814,66292
Bangladesh,2017,Sugar cane,92060,419593,3862775
Bangladesh,2017,Sugar crops nes,11126,232588,258777
Bangladesh,2017,Sweet potatoes,25750,102020,262702
Bangladesh,2017,"Tangerines, mandarins, clementines, satsumas",4041,57426,23206
Bangladesh,2017,Tea,53856,15198,81850
Bangladesh,2017,Tobacco,45729,20025,91573
Bangladesh,2017,Tomatoes,27666,140506,388725
Bangladesh,2017,"Vegetables, fresh nes",188986,84133,1590000
Bangladesh,2017,Wheat,415339,1311473,31576
Bangladesh,2017,Roots and Tubers,525475,199413,10478659
Bangladesh,2017,Vegetables Primary,616549,94460,5823913
Bangladesh,2018,Areca nuts,270358,7981,215783
Bangladesh,2018,Bananas,49123,164963,810347
Bangladesh,2018,Barley,301,8106,244
Bangladesh,2018,"Bastfibres, others",6658,4004,2666
Bangladesh,2018,"Beans, dry",81720,9243,75532
Bangladesh,2018,"Beans, green",20594,65485,134860
Bangladesh,2018,Berries nes,1990,134653,26796
Bangladesh,2018,Cabbages and other brassicas,18546,173471,321719
Bangladesh,2018,Castor oil seed,366,6995,256
Bangladesh,2018,Cauliflowers and broccoli,19459,140962,274297
Bangladesh,2018,Chick peas,5027,9875,4964
Bangladesh,2018,"Chillies and peppers, dry",101072,13968,141177
Bangladesh,2018,Coconuts,43000,108599,466975
Bangladesh,2018,Cucumbers and gherkins,15287,73902,112974
Bangladesh,2018,Fibre crops nes,2040,1907,389
Bangladesh,2018,"Fruit, fresh nes",83989,77343,649596
Bangladesh,2018,"Fruit, tropical fresh nes",105277,98597,1038000
Bangladesh,2018,Garlic,71411,64692,461970
Bangladesh,2018,Ginger,9609,82670,79438
Bangladesh,2018,Grapefruit (inc. pomelos),9192,74126,68137
Bangladesh,2018,"Groundnuts, with shell",38043,17566,66828
Bangladesh,2018,Jute,758218,21284,1613762
Bangladesh,2018,Lemons and limes,21868,30674,67077
Bangladesh,2018,Lentils,155963,11325,176633
Bangladesh,2018,Lettuce and chicory,7563,54215,41003
Bangladesh,2018,Linseed,5633,7925,4464
Bangladesh,2018,Maize,400478,82104,3288102
Bangladesh,2018,"Mangoes, mangosteens, guavas",48947,287517,1407308
Bangladesh,2018,"Melons, other (inc.cantaloupes)",15379,174065,267694
Bangladesh,2018,Millet,7856,9943,7811
Bangladesh,2018,Oilseeds nes,1510,16762,2531
Bangladesh,2018,"Onions, dry",178506,97348,1737714
Bangladesh,2018,Oranges,498,66566,3315
Bangladesh,2018,"Peas, dry",7181,11334,8139
Bangladesh,2018,Pigeon peas,464,10022,465
Bangladesh,2018,Pineapples,14260,146144,208401
Bangladesh,2018,Potatoes,477419,204106,9744412
Bangladesh,2018,Pulses nes,104208,11014,114775
Bangladesh,2018,"Rice, paddy",11515000,47257,54416000
Bangladesh,2018,Sesame seed,37567,9279,34859
Bangladesh,2018,Sorghum,73,11918,87
Bangladesh,2018,Spices nes,46538,37191,173079
Bangladesh,2018,Spinach,9257,60072,55609
Bangladesh,2018,Sugar cane,90156,403604,3638731
Bangladesh,2018,Sugar crops nes,11682,232898,272072
Bangladesh,2018,Sweet potatoes,23975,102947,246816
Bangladesh,2018,"Tangerines, mandarins, clementines, satsumas",3593,61470,22086
Bangladesh,2018,Tea,67043,11657,78150
Bangladesh,2018,Tobacco,42458,20965,89013
Bangladesh,2018,Tomatoes,28130,136878,385038
Bangladesh,2018,"Vegetables, fresh nes",191414,85365,1634000
Bangladesh,2018,Wheat,351213,1099373,31302
Bangladesh,2018,Roots and Tubers,501394,199269,9991228
Bangladesh,2018,Vegetables Primary,616749,93382,5759325
Bangladesh,2019,Areca nuts,386957,8185,316715
Bangladesh,2019,Bananas,48850,170585,833309
Bangladesh,2019,Barley,191,8220,157
Bangladesh,2019,"Bastfibres, others",8037,3310,2660
Bangladesh,2019,"Beans, dry",87380,8723,76224
Bangladesh,2019,"Beans, green",20873,69013,144050
Bangladesh,2019,Berries nes,1931,141528,27329
Bangladesh,2019,Cabbages and other brassicas,19182,172568,331020
Bangladesh,2019,Castor oil seed,364,6978,254
Bangladesh,2019,Cauliflowers and broccoli,20181,140888,284327
Bangladesh,2019,Chick peas,4812,11112,5347
Bangladesh,2019,"Chillies and peppers, dry",96800,15441,149473
Bangladesh,2019,Coconuts,36483,118301,431596
Bangladesh,2019,Cucumbers and gherkins,15374,77492,119136
Bangladesh,2019,Fibre crops nes,2062,1862,384
Bangladesh,2019,"Fruit, fresh nes",83470,79289,661823
Bangladesh,2019,"Fruit, tropical fresh nes",102405,98579,1009494
Bangladesh,2019,Garlic,71734,65016,466389
Bangladesh,2019,Ginger,9610,83490,80234
Bangladesh,2019,Grapefruit (inc. pomelos),12658,56968,72110
Bangladesh,2019,"Groundnuts, with shell",35260,17820,62832
Bangladesh,2019,Jute,749658,21349,1600474
Bangladesh,2019,Lemons and limes,21144,31724,67077
Bangladesh,2019,Lentils,142418,12315,175384
Bangladesh,2019,Lettuce and chicory,7285,52835,38490
Bangladesh,2019,Linseed,5284,6891,3641
Bangladesh,2019,Maize,445099,80192,3569321
Bangladesh,2019,"Mangoes, mangosteens, guavas",134354,108395,1456331
Bangladesh,2019,"Melons, other (inc.cantaloupes)",14707,155681,228960
Bangladesh,2019,Millet,9755,9431,9200
Bangladesh,2019,Oilseeds nes,1290,15310,1975
Bangladesh,2019,"Onions, dry",172456,104541,1802868
Bangladesh,2019,Oranges,685,49533,3393
Bangladesh,2019,"Peas, dry",7097,10482,7439
Bangladesh,2019,Pigeon peas,465,10065,468
Bangladesh,2019,Pineapples,14892,146011,217439
Bangladesh,2019,Potatoes,468395,206131,9655082
Bangladesh,2019,Pulses nes,111980,11481,128565
Bangladesh,2019,"Rice, paddy",11516553,47398,54586344
Bangladesh,2019,Sesame seed,34206,9242,31613
Bangladesh,2019,Sorghum,79,11013,87
Bangladesh,2019,Spices nes,52133,33348,173851
Bangladesh,2019,Spinach,9580,60142,57616
Bangladesh,2019,Sugar cane,81062,387595,3141923
Bangladesh,2019,Sugar crops nes,9019,238320,214941
Bangladesh,2019,Sweet potatoes,23014,102495,235881
Bangladesh,2019,"Tangerines, mandarins, clementines, satsumas",3573,63664,22747
Bangladesh,2019,Tea,54001,16793,90685
Bangladesh,2019,Tobacco,59640,21562,128597
Bangladesh,2019,Tomatoes,28205,137441,387653
Bangladesh,2019,"Vegetables, fresh nes",227884,89272,2034364
Bangladesh,2019,Wheat,330348,1016811,30780
Bangladesh,2019,Roots and Tubers,491409,201278,9890963
Bangladesh,2019,Vegetables Primary,651132,96768,6300864
