Area,Year,Item,Area Harvested,Yield,Production
Bangladesh,1989,Garlic,12692,30091,38192
Bangladesh,1989,Ginger,6475,60195,38976
Bangladesh,1989,Grapefruit (inc. pomelos),2320,27866,6465
Bangladesh,1989,"Groundnuts, with shell",38198,11911,45496
Bangladesh,1989,Jute,543386,15234,827810
Bangladesh,1989,Lemons and limes,2890,22356,6461
Bangladesh,1989,Lentils,215297,7341,158040
Bangladesh,1989,Lettuce and chicory,9645,49546,47787
Bangladesh,1989,Linseed,76305,6132,46791
Bangladesh,1989,Maize,3567,9417,3359
Bangladesh,1989,"Mangoes, mangosteens, guavas",48739,32652,159141
Bangladesh,1989,"Melons, other (inc.cantaloupes)",9739,118956,115851
Bangladesh,1989,Millet,91312,6980,63735
Bangladesh,1989,Oilseeds nes,315,5778,182
Bangladesh,1989,"Onions, dry",34036,40718,138589
Bangladesh,1989,Oranges,2468,34165,8432
Bangladesh,1989,"Peas, dry",43700,6636,29000
Bangladesh,1989,Pigeon peas,5762,5788,3335
Bangladesh,1989,Pineapples,13560,115601,156755
Bangladesh,1989,Potatoes,111312,97860,1089298
Bangladesh,1989,Pulses nes,239565,6701,160521
Bangladesh,1989,"Rice, paddy",10478188,25562,26784480
Bangladesh,1989,Sesame seed,86386,5706,49290
Bangladesh,1989,Sorghum,1553,7804,1212
Bangladesh,1989,Spices nes,22258,18420,41000
Bangladesh,1989,Spinach,3750,43819,16432
Bangladesh,1989,Sugar cane,172078,389777,6707205
Bangladesh,1989,Sugar crops nes,12184,227368,277025
Bangladesh,1989,Sweet potatoes,52203,104193,543920
Bangladesh,1989,"Tangerines, mandarins, clementines, satsumas",429,21935,941
Bangladesh,1989,Tea,46470,9378,43581
Bangladesh,1989,Tobacco,45777,8585,39301
Bangladesh,1989,Tomatoes,11132,75071,83569
Bangladesh,1989,"Vegetables, fresh nes",89444,58349,521895
Bangladesh,1989,Wheat,560096,1021950,18246
Bangladesh,1989,Roots and Tubers,163515,99882,1633218
Bangladesh,1989,Vegetables Primary,207869,55281,1149120
Bangladesh,1990,Areca nuts,34912,6519,22760
Bangladesh,1990,Bananas,38904,160310,623670
Bangladesh,1990,Barley,18605,6280,11684
Bangladesh,1990,"Bastfibres, others",20107,7151,14379
Bangladesh,1990,"Beans, dry",126436,6585,83260
Bangladesh,1990,"Beans, green",9978,41794,41702
Bangladesh,1990,Berries nes,915,36175,3310
Bangladesh,1990,Cabbages and other brassicas,8110,80851,65570
Bangladesh,1990,Castor oil seed,406,6281,255
Bangladesh,1990,Cauliflowers and broccoli,8413,76198,64105
Bangladesh,1990,Chick peas,102867,6817,70120
Bangladesh,1990,"Chillies and peppers, dry",69646,7397,51520
Bangladesh,1990,Coconuts,32430,25160,81595
Bangladesh,1990,Cucumbers and gherkins,3583,41934,15025
Bangladesh,1990,Fibre crops nes,1847,7168,1324
Bangladesh,1990,"Fruit, fresh nes",16550,37873,62680
Bangladesh,1990,"Fruit, tropical fresh nes",24670,102655,253250
Bangladesh,1990,Garlic,13000,30042,39055
Bangladesh,1990,Ginger,6967,61476,42830
Bangladesh,1990,Grapefruit (inc. pomelos),2367,28264,6690
Bangladesh,1990,"Groundnuts, with shell",38579,10815,41724
Bangladesh,1990,Jute,541704,15539,841733
Bangladesh,1990,Lemons and limes,2934,23398,6865
Bangladesh,1990,Lentils,209085,7419,155120
Bangladesh,1990,Lettuce and chicory,9992,50310,50270
Bangladesh,1990,Linseed,77077,6239,48085
Bangladesh,1990,Maize,3345,10015,3350
Bangladesh,1990,"Mangoes, mangosteens, guavas",48722,36003,175415
Bangladesh,1990,"Melons, other (inc.cantaloupes)",12023,93180,112030
Bangladesh,1990,Millet,90302,6967,62915
Bangladesh,1990,Oilseeds nes,397,5919,235
Bangladesh,1990,"Onions, dry",35235,41960,147845
Bangladesh,1990,Oranges,2946,29481,8685
Bangladesh,1990,"Peas, dry",42213,6549,27645
Bangladesh,1990,Pigeon peas,5406,5910,3195
Bangladesh,1990,Pineapples,13781,117876,162445
Bangladesh,1990,Potatoes,116582,91410,1065680
Bangladesh,1990,Pulses nes,248244,6972,173086
Bangladesh,1990,"Rice, paddy",10435340,25661,26777904
Bangladesh,1990,Sesame seed,83088,5850,48610
Bangladesh,1990,Sorghum,1012,8103,820
Bangladesh,1990,Spices nes,23273,18717,43560
Bangladesh,1990,Spinach,4014,45279,18175
Bangladesh,1990,Sugar cane,186378,398295,7423345
Bangladesh,1990,Sugar crops nes,12658,226991,287325
Bangladesh,1990,Sweet potatoes,52045,98316,511687
Bangladesh,1990,"Tangerines, mandarins, clementines, satsumas",443,22348,990
Bangladesh,1990,Tea,47418,8241,39075
Bangladesh,1990,Tobacco,45070,8387,37800
Bangladesh,1990,Tomatoes,11704,76188,89170
Bangladesh,1990,"Vegetables, fresh nes",77330,73080,565127
Bangladesh,1990,Wheat,592000,890000,15034
Bangladesh,1990,Roots and Tubers,168627,93542,1577367
Bangladesh,1991,Areca nuts,35813,6735,24120
Bangladesh,1991,Bananas,39119,160092,626265
Bangladesh,1991,Barley,17618,6130,10800
Bangladesh,1991,"Bastfibres, others",5000,10000,5000
Bangladesh,1991,"Beans, dry",123727,6669,82515
Bangladesh,1991,"Beans, green",10137,41275,41840
Bangladesh,1991,Berries nes,913,44524,4065
Bangladesh,1991,Cabbages and other brassicas,8033,86667,69620
Bangladesh,1991,Castor oil seed,279,6452,180
Bangladesh,1991,Cauliflowers and broccoli,8533,79802,68095
Bangladesh,1991,Chick peas,96714,7342,71005
Bangladesh,1991,"Chillies and peppers, dry",70183,7394,51895
Bangladesh,1991,Coconuts,30729,24705,75915
Bangladesh,1991,Cucumbers and gherkins,3549,42702,15155
Bangladesh,1991,Fibre crops nes,1928,6457,1245
Bangladesh,1991,"Fruit, fresh nes",17120,37354,63950
Bangladesh,1991,"Fruit, tropical fresh nes",24914,102217,254664
Bangladesh,1991,Garlic,12592,30150,37965
Bangladesh,1991,Ginger,7017,60824,42680
Bangladesh,1991,Grapefruit (inc. pomelos),2513,28671,7205
Bangladesh,1991,"Groundnuts, with shell",38484,9297,35780
Bangladesh,1991,Jute,583439,16487,961939
Bangladesh,1991,Lemons and limes,3035,23822,7230
Bangladesh,1991,Lentils,210078,7487,157280
Bangladesh,1991,Lettuce and chicory,10081,51994,52415
Bangladesh,1991,Linseed,77403,7046,54540
Bangladesh,1991,Maize,3108,9781,3040
Bangladesh,1991,"Mangoes, mangosteens, guavas",48804,36629,178765
Bangladesh,1991,"Melons, other (inc.cantaloupes)",11956,94354,112810
Bangladesh,1991,Millet,90134,7335,66110
Bangladesh,1991,Oilseeds nes,400,6875,275
Bangladesh,1991,"Onions, dry",34762,41225,143305
Bangladesh,1991,Oranges,433,23788,1030
Bangladesh,1991,"Peas, dry",41666,7035,29310
Bangladesh,1991,Pigeon peas,5376,5422,2915
Bangladesh,1991,Pineapples,13856,108292,150050
Bangladesh,1991,Potatoes,123844,99868,1236805
Bangladesh,1991,Pulses nes,247807,7235,179290
Bangladesh,1991,"Rice, paddy",10244503,26592,27242000
Bangladesh,1991,Sesame seed,80561,5613,45220
Bangladesh,1991,Sorghum,585,8376,490
Bangladesh,1991,Spices nes,22711,19037,43235
Bangladesh,1991,Spinach,3931,46655,18340
Bangladesh,1991,Sugar cane,191077,402034,7681940
Bangladesh,1991,Sugar crops nes,12869,224765,289250
Bangladesh,1991,Sweet potatoes,50024,96481,482635
Bangladesh,1991,"Tangerines, mandarins, clementines, satsumas",2541,32684,8305
Bangladesh,1991,Tea,47629,9451,45012
Bangladesh,1991,Tobacco,38019,8884,33775
Bangladesh,1991,Tomatoes,11711,76283,89335
Bangladesh,1991,"Vegetables, fresh nes",95910,61725,592000
Bangladesh,1991,Wheat,598955,1004290,16767
Bangladesh,1991,Roots and Tubers,173868,98893,1719440
Bangladesh,1991,Vegetables Primary,218949,58043,1270840
Bangladesh,1992,Areca nuts,35916,6755,24260
Bangladesh,1992,Bananas,38875,163630,636110
Bangladesh,1992,Barley,16060,6351,10200
Bangladesh,1992,"Bastfibres, others",1000,10000,1000
Bangladesh,1992,"Beans, dry",121000,6860,83000
Bangladesh,1992,"Beans, green",10722,40086,42980
Bangladesh,1992,Berries nes,963,40862,3935
Bangladesh,1992,Cabbages and other brassicas,8466,83948,71070
Bangladesh,1992,Castor oil seed,308,6006,185
Bangladesh,1992,Cauliflowers and broccoli,8596,78641,67600
Bangladesh,1992,Chick peas,92145,7019,64680
Bangladesh,1992,"Chillies and peppers, dry",67265,7540,50715
Bangladesh,1992,Coconuts,30727,26569,81640
Bangladesh,1992,Cucumbers and gherkins,3539,42809,15150
Bangladesh,1992,Fibre crops nes,1944,6564,1276
Bangladesh,1992,"Fruit, fresh nes",17713,36897,65355
Bangladesh,1992,"Fruit, tropical fresh nes",25230,102006,257360
Bangladesh,1992,Garlic,12737,31346,39925
Bangladesh,1992,Ginger,7056,58865,41535
Bangladesh,1992,Grapefruit (inc. pomelos),2687,29103,7820
Bangladesh,1992,"Groundnuts, with shell",39008,10916,42583
Bangladesh,1992,Jute,588097,16269,956751
Bangladesh,1992,Lemons and limes,3165,25956,8215
Bangladesh,1992,Lentils,208915,7315,152820
Bangladesh,1992,Lettuce and chicory,10100,52475,53000
Bangladesh,1992,Linseed,75118,6587,49480
Bangladesh,1992,Maize,2924,9319,2725
Bangladesh,1992,"Mangoes, mangosteens, guavas",49060,37365,183315
Bangladesh,1992,"Melons, other (inc.cantaloupes)",12033,91619,110245
Bangladesh,1992,Millet,88120,7423,65410
Bangladesh,1992,Oilseeds nes,407,6880,280
Bangladesh,1992,"Onions, dry",34430,41836,144040
Bangladesh,1992,Oranges,263,25095,660
Bangladesh,1992,"Peas, dry",40914,7009,28675
Bangladesh,1992,Pigeon peas,5803,5058,2935
Bangladesh,1992,Pineapples,13925,106384,148140
Bangladesh,1992,Potatoes,127796,107931,1379320
Bangladesh,1992,Pulses nes,250077,7499,187530
Bangladesh,1992,"Rice, paddy",10178417,26893,27373000
Bangladesh,1992,Sesame seed,82487,5996,49463
Bangladesh,1992,Sorghum,603,8988,542
Bangladesh,1992,Spices nes,22689,20078,45555
Bangladesh,1992,Spinach,4140,46920,19425
Bangladesh,1992,Sugar cane,187325,397470,7445615
Bangladesh,1992,Sugar crops nes,13061,222020,289980
Bangladesh,1992,Sweet potatoes,48736,96477,470190
Bangladesh,1992,"Tangerines, mandarins, clementines, satsumas",2556,35211,9000
Bangladesh,1992,Tea,47657,9575,45632
Bangladesh,1992,Tobacco,36790,9263,34080
Bangladesh,1992,Tomatoes,11594,74189,86015
Bangladesh,1992,"Vegetables, fresh nes",95911,62037,595000
Bangladesh,1992,Wheat,574650,1065050,18534
Bangladesh,1992,Roots and Tubers,176532,104769,1849510
Bangladesh,1992,Vegetables Primary,220461,58217,1283450
Bangladesh,1993,Areca nuts,35813,6661,23855
Bangladesh,1993,Bananas,38948,162152,631550
Bangladesh,1993,Barley,12296,6156,7570
Bangladesh,1993,"Bastfibres, others",992,10081,1000
Bangladesh,1993,"Beans, dry",121000,6777,82000
Bangladesh,1993,"Beans, green",11201,39992,44795
Bangladesh,1993,Berries nes,1105,42534,4700
Bangladesh,1993,Cabbages and other brassicas,8903,85409,76040
Bangladesh,1993,Castor oil seed,261,6169,161
Bangladesh,1993,Cauliflowers and broccoli,8773,77533,68020
Bangladesh,1993,Chick peas,90470,7447,67375
Bangladesh,1993,"Chillies and peppers, dry",67168,8094,54365
Bangladesh,1993,Coconuts,31227,29684,92695
Bangladesh,1993,Cucumbers and gherkins,3612,42829,15470
Bangladesh,1993,Fibre crops nes,1999,6418,1283
Bangladesh,1993,"Fruit, fresh nes",18685,37056,69240
Bangladesh,1993,"Fruit, tropical fresh nes",25475,100336,255605
Bangladesh,1993,Garlic,12670,30781,39000
Bangladesh,1993,Ginger,7064,59371,41940
Bangladesh,1993,Grapefruit (inc. pomelos),2843,30461,8660
Bangladesh,1993,"Groundnuts, with shell",35750,11179,39966
Bangladesh,1993,Jute,478300,16893,808000
Bangladesh,1993,Lemons and limes,3304,26377,8715
Bangladesh,1993,Lentils,207444,7878,163425
Bangladesh,1993,Lettuce and chicory,10100,52475,53000
Bangladesh,1993,Linseed,74867,6560,49115
Bangladesh,1993,Maize,2914,9351,2725
Bangladesh,1993,"Mangoes, mangosteens, guavas",49110,37365,183500
Bangladesh,1993,"Melons, other (inc.cantaloupes)",11904,80582,95925
Bangladesh,1993,Millet,83769,7521,63000
Bangladesh,1993,Oilseeds nes,504,7143,360
Bangladesh,1993,"Onions, dry",34191,40911,139880
Bangladesh,1993,Oranges,277,23827,660
Bangladesh,1993,"Peas, dry",39718,6643,26385
Bangladesh,1993,Pigeon peas,5781,4913,2840
Bangladesh,1993,Pineapples,13884,107422,149145
Bangladesh,1993,Potatoes,129605,106787,1384010
Bangladesh,1993,Pulses nes,248702,7022,174635
Bangladesh,1993,"Rice, paddy",9905600,27185,26928000
Bangladesh,1993,Sesame seed,65900,8801,58000
Bangladesh,1993,Sorghum,542,8948,485
Bangladesh,1993,Spices nes,22539,20225,45585
Bangladesh,1993,Spinach,4403,47536,20930
Bangladesh,1993,Sugar cane,184688,406444,7506525
Bangladesh,1993,Sugar crops nes,13375,222931,298170
Bangladesh,1993,Sweet potatoes,45296,95714,433545
Bangladesh,1993,"Tangerines, mandarins, clementines, satsumas",2576,32434,8355
Bangladesh,1993,Tea,47782,10234,48900
Bangladesh,1993,Tobacco,36148,10064,36380
Bangladesh,1993,Tomatoes,11655,73574,85750
Bangladesh,1993,"Vegetables, fresh nes",98744,62789,620000
Bangladesh,1993,Wheat,636947,1175630,18457
Bangladesh,1993,Roots and Tubers,174901,103919,1817555
Bangladesh,1993,Vegetables Primary,225215,58581,1319325
Bangladesh,1994,Areca nuts,35600,7303,26000
Bangladesh,1994,Bananas,39448,162201,639850
Bangladesh,1994,Barley,10072,6190,6235
Bangladesh,1994,"Bastfibres, others",7000,10000,7000
Bangladesh,1994,"Beans, dry",121800,6979,85000
Bangladesh,1994,"Beans, green",11760,40625,47775
Bangladesh,1994,Berries nes,1133,44175,5005
Bangladesh,1994,Cabbages and other brassicas,9186,88602,81390
Bangladesh,1994,Castor oil seed,295,6610,195
Bangladesh,1994,Cauliflowers and broccoli,9285,77824,72260
Bangladesh,1994,Chick peas,85400,7260,62000
Bangladesh,1994,"Chillies and peppers, dry",66800,8067,53890
Bangladesh,1994,Coconuts,31496,29797,93850
Bangladesh,1994,Cucumbers and gherkins,3648,43366,15820
Bangladesh,1994,Fibre crops nes,1969,2463,485
Bangladesh,1994,"Fruit, fresh nes",19560,37157,72680
Bangladesh,1994,"Fruit, tropical fresh nes",25650,99764,255895
Bangladesh,1994,Garlic,12774,31470,40200
Bangladesh,1994,Ginger,6900,57971,40000
Bangladesh,1994,Grapefruit (inc. pomelos),3274,30651,10035
Bangladesh,1994,"Groundnuts, with shell",35488,11298,40095
Bangladesh,1994,Jute,559700,17224,964000
Bangladesh,1994,Lemons and limes,3618,26907,9735
Bangladesh,1994,Lentils,207600,8092,168000
Bangladesh,1994,Lettuce and chicory,10100,51485,52000
Bangladesh,1994,Linseed,74526,6484,48320
Bangladesh,1994,Maize,3080,9042,2785
Bangladesh,1994,"Mangoes, mangosteens, guavas",49482,37095,183555
Bangladesh,1994,"Melons, other (inc.cantaloupes)",11877,87472,103890
Bangladesh,1994,Millet,84985,7178,61000
Bangladesh,1994,Oilseeds nes,800,7500,600
Bangladesh,1994,"Onions, dry",34523,41761,144170
Bangladesh,1994,Oranges,289,24740,715
Bangladesh,1994,"Peas, dry",39660,6304,25000
Bangladesh,1994,Pigeon peas,6000,5000,3000
Bangladesh,1994,Pineapples,13858,107667,149205
Bangladesh,1994,Potatoes,131245,109570,1438055
Bangladesh,1994,Pulses nes,249300,7621,190000
Bangladesh,1994,"Rice, paddy",9919300,25328,25124000
Bangladesh,1994,Sesame seed,79758,6073,48440
Bangladesh,1994,Sorghum,465,9892,460
Bangladesh,1994,Spices nes,22600,20796,47000
Bangladesh,1994,Spinach,4450,47191,21000
Bangladesh,1994,Sugar cane,180800,393293,7110740
Bangladesh,1994,Sugar crops nes,13750,221818,305000
Bangladesh,1994,Sweet potatoes,44765,95373,426935
Bangladesh,1994,"Tangerines, mandarins, clementines, satsumas",2580,32403,8360
Bangladesh,1994,Tea,47786,10571,50515
Bangladesh,1994,Tobacco,36642,10308,37770
Bangladesh,1994,Tomatoes,11776,73429,86470
Bangladesh,1994,"Vegetables, fresh nes",99149,63137,626000
Bangladesh,1994,Wheat,615000,1131000,18390
Bangladesh,1994,Roots and Tubers,176010,105959,1864990
Bangladesh,1994,Vegetables Primary,228303,59088,1348990
Bangladesh,1995,Areca nuts,36000,7222,26000
Bangladesh,1995,Bananas,39700,159698,634000
Bangladesh,1995,Barley,10000,6000,6000
Bangladesh,1995,"Bastfibres, others",1000,10000,1000
Bangladesh,1995,"Beans, dry",120200,6822,82000
Bangladesh,1995,"Beans, green",12185,41009,49970
Bangladesh,1995,Berries nes,1215,41152,5000
Bangladesh,1995,Cabbages and other brassicas,9684,93758,90795
Bangladesh,1995,Castor oil seed,295,6610,195
Bangladesh,1995,Cauliflowers and broccoli,9300,82796,77000
Bangladesh,1995,Chick peas,85000,7294,62000
Bangladesh,1995,"Chillies and peppers, dry",66400,7932,52670
Bangladesh,1995,Coconuts,31647,30106,95275
Bangladesh,1995,Cucumbers and gherkins,3780,43505,16445
Bangladesh,1995,Fibre crops nes,2034,2561,521
Bangladesh,1995,"Fruit, fresh nes",20290,37371,75825
Bangladesh,1995,"Fruit, tropical fresh nes",26300,100760,265000
Bangladesh,1995,Garlic,13000,30769,40000
Bangladesh,1995,Ginger,6900,56522,39000
Bangladesh,1995,Grapefruit (inc. pomelos),3565,30799,10980
Bangladesh,1995,"Groundnuts, with shell",35628,11287,40215
Bangladesh,1995,Jute,458500,16118,739000
Bangladesh,1995,Lemons and limes,3940,26053,10265
Bangladesh,1995,Lentils,207600,8090,167945
Bangladesh,1995,Lettuce and chicory,10100,50495,51000
Bangladesh,1995,Linseed,73202,6647,48655
Bangladesh,1995,Maize,2500,10700,2675
Bangladesh,1995,"Mangoes, mangosteens, guavas",49921,37930,189350
Bangladesh,1995,"Melons, other (inc.cantaloupes)",12141,83189,101000
Bangladesh,1995,Millet,79722,6397,51000
Bangladesh,1995,Oilseeds nes,800,7500,600
Bangladesh,1995,"Onions, dry",34165,42148,144000
Bangladesh,1995,Oranges,320,24375,780
Bangladesh,1995,"Peas, dry",40060,6241,25000
Bangladesh,1995,Pigeon peas,6000,5000,3000
Bangladesh,1995,Pineapples,13860,107652,149205
Bangladesh,1995,Potatoes,131500,111665,1468400
Bangladesh,1995,Pulses nes,282500,6796,192000
Bangladesh,1995,"Rice, paddy",9951700,26527,26399000
Bangladesh,1995,Sesame seed,80086,6193,49595
Bangladesh,1995,Sorghum,459,9804,450
Bangladesh,1995,Spices nes,23100,19481,45000
Bangladesh,1995,Spinach,4450,49438,22000
Bangladesh,1995,Sugar cane,180099,413420,7445650
Bangladesh,1995,Sugar crops nes,14570,213452,311000
Bangladesh,1995,Sweet potatoes,45700,95186,435000
Bangladesh,1995,"Tangerines, mandarins, clementines, satsumas",2428,32949,8000
Bangladesh,1995,Tea,47780,10883,52000
Bangladesh,1995,Tobacco,36000,10556,38000
Bangladesh,1995,Tomatoes,11895,73371,87275
Bangladesh,1995,"Vegetables, fresh nes",100360,63770,640000
Bangladesh,1995,Wheat,639000,1244990,19483
Bangladesh,1995,Roots and Tubers,177200,107415,1903400
Bangladesh,1995,Vegetables Primary,231459,60058,1390105
Bangladesh,1996,Areca nuts,36400,7418,27000
Bangladesh,1996,Bananas,39632,159882,633645
Bangladesh,1996,Barley,9354,6430,6015
Bangladesh,1996,"Bastfibres, others",2238,10393,2326
Bangladesh,1996,"Beans, dry",119800,7012,84000
Bangladesh,1996,"Beans, green",12950,41699,54000
Bangladesh,1996,Berries nes,1215,41152,5000
Bangladesh,1996,Cabbages and other brassicas,10087,96600,97440
Bangladesh,1996,Castor oil seed,295,6610,195
Bangladesh,1996,Cauliflowers and broccoli,9700,76289,74000
Bangladesh,1996,Chick peas,85400,7260,62000
Bangladesh,1996,"Chillies and peppers, dry",66000,7962,52550
Bangladesh,1996,Coconuts,29200,30479,89000
Bangladesh,1996,Cucumbers and gherkins,4050,41975,17000
Bangladesh,1996,Fibre crops nes,2074,2589,537
Bangladesh,1996,"Fruit, fresh nes",22663,37947,86000
Bangladesh,1996,"Fruit, tropical fresh nes",26300,100760,265000
Bangladesh,1996,Garlic,12860,29977,38550
Bangladesh,1996,Ginger,7700,50649,39000
Bangladesh,1996,Grapefruit (inc. pomelos),4071,31380,12775
Bangladesh,1996,"Groundnuts, with shell",35539,11351,40340
Bangladesh,1996,Jute,507236,17407,882942
Bangladesh,1996,Lemons and limes,4203,27790,11680
Bangladesh,1996,Lentils,206000,8250,169945
Bangladesh,1996,Lettuce and chicory,10100,49505,50000
Bangladesh,1996,Linseed,70400,6534,46000
Bangladesh,1996,Maize,2651,10166,2695
Bangladesh,1996,"Mangoes, mangosteens, guavas",50109,37170,186255
Bangladesh,1996,"Melons, other (inc.cantaloupes)",11736,81800,96000
Bangladesh,1996,Millet,80675,7406,59745
Bangladesh,1996,Oilseeds nes,800,7500,600
Bangladesh,1996,"Onions, dry",34031,40607,138190
Bangladesh,1996,Oranges,405,24691,1000
Bangladesh,1996,"Peas, dry",39250,6369,25000
Bangladesh,1996,Pigeon peas,6000,5000,3000
Bangladesh,1996,Pineapples,13800,107663,148575
Bangladesh,1996,Potatoes,132300,112741,1491560
Bangladesh,1996,Pulses nes,242000,7562,183000
Bangladesh,1996,"Rice, paddy",10200000,27629,28182000
Bangladesh,1996,Sesame seed,84200,5789,48745
Bangladesh,1996,Sorghum,492,9959,490
Bangladesh,1996,Spices nes,23100,19913,46000
Bangladesh,1996,Spinach,4850,47423,23000
Bangladesh,1996,Sugar cane,174445,410736,7165090
Bangladesh,1996,Sugar crops nes,14570,216198,315000
Bangladesh,1996,Sweet potatoes,45285,96081,435105
Bangladesh,1996,"Tangerines, mandarins, clementines, satsumas",2428,32949,8000
Bangladesh,1996,Tea,48015,9929,47675
Bangladesh,1996,Tobacco,36229,10868,39375
Bangladesh,1996,Tomatoes,12183,73270,89265
Bangladesh,1996,"Vegetables, fresh nes",104000,63558,661000
Bangladesh,1996,Wheat,701000,1369130,19531
Bangladesh,1996,Roots and Tubers,177585,108493,1926665
Bangladesh,1996,Vegetables Primary,237811,59745,1420800
Bangladesh,1997,Areca nuts,36000,7500,27000
Bangladesh,1997,Bananas,39646,158509,628425
Bangladesh,1997,Barley,9407,6362,5985
Bangladesh,1997,"Bastfibres, others",1000,10000,1000
Bangladesh,1997,"Beans, dry",120000,6917,83000
Bangladesh,1997,"Beans, green",10232,46902,47990
Bangladesh,1997,Berries nes,1620,43210,7000
Bangladesh,1997,Cabbages and other brassicas,10329,103258,106655
Bangladesh,1997,Castor oil seed,403,6576,265
Bangladesh,1997,Cauliflowers and broccoli,10137,74864,75890
Bangladesh,1997,Chick peas,84435,7282,61485
Bangladesh,1997,"Chillies and peppers, dry",66205,7887,52215
Bangladesh,1997,Coconuts,32036,27861,89255
Bangladesh,1997,Cucumbers and gherkins,4050,44444,18000
Bangladesh,1997,Fibre crops nes,2088,2466,515
Bangladesh,1997,"Fruit, fresh nes",23877,38112,91000
Bangladesh,1997,"Fruit, tropical fresh nes",26300,100760,265000
Bangladesh,1997,Garlic,13089,29972,39230
Bangladesh,1997,Ginger,7700,50649,39000
Bangladesh,1997,Grapefruit (inc. pomelos),4316,32669,14100
Bangladesh,1997,"Groundnuts, with shell",34622,11416,39525
Bangladesh,1997,Jute,577493,18303,1057000
Bangladesh,1997,Lemons and limes,4302,27092,11655
Bangladesh,1997,Lentils,206347,8263,170505
Bangladesh,1997,Lettuce and chicory,10500,48571,51000
Bangladesh,1997,Linseed,69890,7182,50195
Bangladesh,1997,Maize,2428,10914,2650
Bangladesh,1997,"Mangoes, mangosteens, guavas",50281,37116,186625
Bangladesh,1997,"Melons, other (inc.cantaloupes)",11736,82652,97000
Bangladesh,1997,Millet,79072,7372,58295
Bangladesh,1997,Oilseeds nes,809,12361,1000
Bangladesh,1997,"Onions, dry",34406,41224,141835
Bangladesh,1997,Oranges,405,24691,1000
Bangladesh,1997,"Peas, dry",39254,6114,24000
Bangladesh,1997,Pigeon peas,6100,4918,3000
Bangladesh,1997,Pineapples,13769,107840,148485
Bangladesh,1997,Potatoes,133971,112551,1507860
Bangladesh,1997,Pulses nes,234000,7778,182000
Bangladesh,1997,"Rice, paddy",10263000,27431,28152000
Bangladesh,1997,Sesame seed,79725,6137,48925
Bangladesh,1997,Sorghum,471,10297,485
Bangladesh,1997,Spices nes,23100,20346,47000
Bangladesh,1997,Spinach,5048,48910,24690
Bangladesh,1997,Sugar cane,175580,428326,7520540
Bangladesh,1997,Sugar crops nes,14940,211513,316000
Bangladesh,1997,Sweet potatoes,43203,93946,405875
Bangladesh,1997,"Tangerines, mandarins, clementines, satsumas",3280,26829,8800
Bangladesh,1997,Tea,48308,11035,53310
Bangladesh,1997,Tobacco,34875,10925,38100
Bangladesh,1997,Tomatoes,12579,73992,93075
Bangladesh,1997,"Vegetables, fresh nes",106000,64057,679000
Bangladesh,1997,Wheat,707802,1454100,20544
Bangladesh,1997,Roots and Tubers,177174,108014,1913735
Bangladesh,1997,Vegetables Primary,240270,60863,1462365
Bangladesh,1998,Areca nuts,36000,7778,28000
Bangladesh,1998,Bananas,39618,157690,624735
Bangladesh,1998,Barley,9270,6516,6040
Bangladesh,1998,"Bastfibres, others",2024,14822,3000
Bangladesh,1998,"Beans, dry",84176,6415,54000
Bangladesh,1998,"Beans, green",10494,46946,49265
Bangladesh,1998,Berries nes,1620,43210,7000
Bangladesh,1998,Cabbages and other brassicas,11008,102525,112860
Bangladesh,1998,Castor oil seed,473,5920,280
Bangladesh,1998,Cauliflowers and broccoli,10291,76475,78700
Bangladesh,1998,Chick peas,84025,7129,59900
Bangladesh,1998,"Chillies and peppers, dry",66290,7968,52820
Bangladesh,1998,Coconuts,32092,27832,89320
Bangladesh,1998,Cucumbers and gherkins,4500,40000,18000
Bangladesh,1998,Fibre crops nes,2050,2473,507
Bangladesh,1998,"Fruit, fresh nes",24686,38078,94000
Bangladesh,1998,"Fruit, tropical fresh nes",26700,100000,267000
Bangladesh,1998,Garlic,13122,30220,39655
Bangladesh,1998,Ginger,7700,50649,39000
Bangladesh,1998,Grapefruit (inc. pomelos),4494,33144,14895
Bangladesh,1998,"Groundnuts, with shell",34818,11201,39000
Bangladesh,1998,Jute,477939,16990,812000
Bangladesh,1998,Lemons and limes,4462,27084,12085
Bangladesh,1998,Lentils,205775,7907,162700
Bangladesh,1998,Lettuce and chicory,10500,48571,51000
Bangladesh,1998,Linseed,69820,7222,50425
Bangladesh,1998,Maize,4047,7339,2970
Bangladesh,1998,"Mangoes, mangosteens, guavas",50393,37061,186760
Bangladesh,1998,"Melons, other (inc.cantaloupes)",11736,81800,96000
Bangladesh,1998,Millet,82152,6699,55030
Bangladesh,1998,Oilseeds nes,809,12361,1000
Bangladesh,1998,"Onions, dry",34454,40178,138430
Bangladesh,1998,Oranges,405,24691,1000
Bangladesh,1998,"Peas, dry",38850,6178,24000
Bangladesh,1998,Pigeon peas,6100,4918,3000
Bangladesh,1998,Pineapples,13792,107729,148580
Bangladesh,1998,Potatoes,136277,113972,1553180
Bangladesh,1998,Pulses nes,230000,8087,186000
Bangladesh,1998,"Rice, paddy",10119838,29358,29710000
Bangladesh,1998,Sesame seed,79654,6155,49030
Bangladesh,1998,Sorghum,810,7901,640
Bangladesh,1998,Spices nes,23100,20346,47000
Bangladesh,1998,Spinach,5176,47836,24760
